question_id,analysis,outcome
3030,"The attacker's strength is lower than the target's defense, resulting in reduced damage. Furthermore, against a target with 15+ defense, even powerful attacks are partially deflected. The action succeeds in a modified form.",MODIFIED
1205,"The Stunned effect immobilizes the unit, blocking any attempt to attack. Furthermore, combat effectiveness drops when fighting on Forest terrain. The attempt fails completely under these conditions.",BLOCKED
1645,"Invisibility reveals secret passages through otherwise restricted terrain. Additionally, the Ruins environment is impassable for Healer units. The attempt goes through as intended.",ALLOWED
3417,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). On top of that, rangers lack arcane training and cannot cast spells. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
3476,"A sneak attack from Invisible status doubles the damage output, but reveals the attacker. Compounding this, when the target's defense exceeds the attacker's strength, damage output drops significantly. However, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. The action proceeds but with altered effects.",MODIFIED
2861,"The Frozen effect immobilizes the unit, blocking any attempt to move. Compounding this, summoners cannot traverse Plains terrain due to their physical limitations. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1792,"While Frozen, performing any attack action is impossible. Beyond that, until reaching level 6, Mage attacks are weakened significantly (unit is level 1). Meanwhile, the Forest environment makes it harder to land attacks — accuracy suffers. Additionally, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action is prevented from going through.",BLOCKED
3797,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). At the same time, adjacent allies receive a more potent Rally buff due to the caster's direct presence. Meanwhile, spellcasting is not available to Rogue units — they have no magical ability. On top of that, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 31). Beyond that, rally cannot be cast on Mountain terrain — the thin air disrupts concentration. Furthermore, with HP below 15, the unit's cast effectiveness is significantly reduced. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
3368,"Rogues lack arcane training and cannot cast spells. At the same time, casting Barrier requires at least 28 mana. Insufficient mana blocks the spell (current mana: 14). The attempt fails completely under these conditions.",BLOCKED
3367,"Rogues lack arcane training and cannot cast spells. However, the Frostbind spell demands 30 mana — anything less and the cast fails (current mana: 18). Furthermore, the Swamp environment prevents Frostbind from forming: the waterlogged ground absorbs magical energy. The action is prevented from going through.",BLOCKED
3533,"While Stunned, performing any move action is impossible. Compounding this, a Paladin finds Swamp terrain incompatible with their movement capabilities. The attempt fails completely under these conditions.",BLOCKED
4834,"The Ranger's ranged weapons reach non-adjacent targets without penalty. Compounding this, a Ranger below level 4 deals reduced attack damage due to inexperience (unit is level 3). Furthermore, melee attacks require the attacker to be adjacent to the target. Nothing prevents the action from succeeding normally.",ALLOWED
3449,"Casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 21). On top of that, lightning is locked until level 7 — lower-level casters cannot use it (unit is level 4). The attempt fails completely under these conditions.",BLOCKED
603,"The Fireball spell demands 28 mana — anything less and the cast fails (current mana: 19). Furthermore, casting Fireball in Swamp fails because the waterlogged ground absorbs magical energy. On top of that, fireball is locked until level 6 — lower-level casters cannot use it (unit is level 3). The action is prevented from going through.",BLOCKED
3056,"The combination of adjacency and 30+ mana creates a powerful healing surge (current mana: 47). On top of that, casting Heal in Mountain fails because the thin air disrupts concentration. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
4792,"While Invisible, the unit slips through normally impassable terrain undetected. However, while Frozen, performing any move action is impossible. Nothing prevents the action from succeeding normally.",ALLOWED
126,"The Stunned effect immobilizes the unit, blocking any attempt to move. At the same time, the Plains environment is impassable for Paladin units. The action is prevented from going through.",BLOCKED
3876,"Spellcasting is not available to Guardian units — they have no magical ability. Additionally, barrier is locked until level 3 — lower-level casters cannot use it (unit is level 1). Ultimately, the action is blocked and cannot proceed.",BLOCKED
2935,"A sneak attack from Invisible status doubles the damage output, but reveals the attacker. Meanwhile, when the target's defense exceeds the attacker's strength, damage output drops significantly. Furthermore, against a target with 15+ defense, even powerful attacks are partially deflected. The action proceeds but with altered effects.",MODIFIED
4451,"When the target's defense exceeds the attacker's strength, damage output drops significantly. However, the Desert environment makes it harder to land attacks — accuracy suffers. The action proceeds but with altered effects.",MODIFIED
3531,"The close proximity of the target enhances Rally's effect, providing a stronger buff. Compounding this, a Ranger has no capacity for magic and cannot cast any spell. Furthermore, casting Rally requires at least 35 mana. Insufficient mana blocks the spell (current mana: 6). While not outright blocked, the outcome is modified from the standard result.",MODIFIED
2730,"Invisibility reveals secret passages through otherwise restricted terrain. Furthermore, the Swamp environment is impassable for Paladin units. Nothing prevents the action from succeeding normally.",ALLOWED
827,"Invisibility reveals secret passages through otherwise restricted terrain. At the same time, stunned units cannot move. The condition prevents all voluntary actions. The attempt goes through as intended.",ALLOWED
1639,"Shadowstep cannot be cast on Forest terrain — ambient moisture dampens the magic. Additionally, casting Shadowstep requires the caster to be at least level 7 (unit is level 3). The action is prevented from going through.",BLOCKED
984,"Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 10). Meanwhile, rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. On top of that, a Ranger has no capacity for magic and cannot cast any spell. Additionally, rally costs 35 mana to cast. Without enough mana, the spell fizzles (current mana: 6). At the same time, rally cannot be cast on Desert terrain — extreme heat destabilizes the spell structure. The action proceeds but with altered effects.",MODIFIED
3281,"Drain costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 8). Additionally, the Mountain environment prevents Drain from forming: the thin air disrupts concentration. On top of that, drain against a Shielded target neutralizes the status instead of dealing normal damage. At the same time, drain struggles against targets with defense above 12 — the magical siphon is partially blocked by resilience. The action is prevented from going through.",BLOCKED
5465,"From the Mountain's height, even melee units can strike distant targets below. On top of that, melee attacks require the attacker to be adjacent to the target. The action proceeds without restriction.",ALLOWED
2188,"While Frozen, performing any cast action is impossible. Additionally, barrier costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 20). Furthermore, barrier cannot be cast on Mountain terrain — the thin air disrupts concentration. On top of that, casting Barrier requires the caster to be at least level 3 (unit is level 1). The attempt fails completely under these conditions.",BLOCKED
5072,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. Additionally, while Stunned, performing any move action is impossible. The attempt goes through as intended.",ALLOWED
2443,"Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 10). At the same time, the close proximity of the target enhances Rally's effect, providing a stronger buff. On top of that, the Mountain environment prevents Rally from forming: the thin air disrupts concentration. The action proceeds but with altered effects.",MODIFIED
362,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). Additionally, guardians lack arcane training and cannot cast spells. Furthermore, when targeting a Frozen unit, Fireball removes the Frozen effect rather than applying its usual effect. The action succeeds in a modified form.",MODIFIED
2349,"Spellcasting is not available to Striker units — they have no magical ability. Additionally, the Frostbind spell demands 30 mana — anything less and the cast fails (current mana: 10). On top of that, when targeting a Burning unit, Frostbind removes the Burning effect rather than applying its usual effect. The attempt fails completely under these conditions.",BLOCKED
345,"Spellcasting is not available to Striker units — they have no magical ability. However, the Ruins environment prevents Lightning from forming: residual dark energy interferes with the casting. Additionally, only units of level 7 or higher can cast Lightning (unit is level 4). The action is prevented from going through.",BLOCKED
814,"Frozen units cannot move. The condition prevents all voluntary actions. Additionally, the Plains environment is impassable for Striker units. The action is prevented from going through.",BLOCKED
3205,"High-level units above level 7 partially ignore the HP penalty through battle-hardened resilience (unit is level 9). At the same time, rangers can attack at range with their bows, bypassing the adjacency requirement. Furthermore, wounded units (below 15 HP) take a performance hit on attack actions. However, insufficient strength against the target's defenses means the attack deals partial damage. Compounding this, the target is out of melee range — physical attacks cannot reach. Meanwhile, the target's defense exceeding 15 represents thick armor that blunts most attacks. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
4576,"While Invisible, the unit slips through normally impassable terrain undetected. Beyond that, a Healer finds Ruins terrain incompatible with their movement capabilities. The attempt goes through as intended.",ALLOWED
5273,"While Invisible, the unit slips through normally impassable terrain undetected. On top of that, units below 10 HP move at half speed — their 9 HP severely limit mobility. The action proceeds without restriction.",ALLOWED
3325,"The magical barrier around the target deflects half the attack's force. At the same time, combat effectiveness drops when fighting on Desert terrain. The action proceeds but with altered effects.",MODIFIED
4106,"Until reaching level 6, Mage attacks are weakened significantly (unit is level 4). At the same time, the attacker's strength is lower than the target's defense, resulting in reduced damage. Meanwhile, without adjacency, a melee attack has no chance of connecting. However, against a target with 15+ defense, even powerful attacks are partially deflected. The attempt fails completely under these conditions.",BLOCKED
2116,"The Invisible attacker strikes from stealth, dealing double damage as a sneak attack. Invisible status is lost. Compounding this, insufficient strength against the target's defenses means the attack deals partial damage. However, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action proceeds but with altered effects.",MODIFIED
1834,"The Invisible attacker strikes from stealth, dealing double damage as a sneak attack. Invisible status is lost. On top of that, with HP below 15, the unit's attack effectiveness is significantly reduced. Beyond that, the target is out of melee range — physical attacks cannot reach. Furthermore, combat effectiveness drops when fighting on Desert terrain. The action proceeds but with altered effects.",MODIFIED
793,"The Stunned effect immobilizes the unit, blocking any attempt to attack. Additionally, when the target's defense exceeds the attacker's strength, damage output drops significantly. Ultimately, the action is blocked and cannot proceed.",BLOCKED
5439,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. Furthermore, the Forest environment is impassable for Mage units. The attempt goes through as intended.",ALLOWED
2674,"Spellcasting is not available to Ranger units — they have no magical ability. On top of that, casting Frostbind requires at least 30 mana. Insufficient mana blocks the spell (current mana: 11). The attempt fails completely under these conditions.",BLOCKED
94,"Rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. Compounding this, a Guardian has no capacity for magic and cannot cast any spell. Additionally, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 31). The action succeeds in a modified form.",MODIFIED
4225,"The Invisible attacker strikes from stealth, dealing double damage as a sneak attack. Invisible status is lost. At the same time, the attacker's strength is lower than the target's defense, resulting in reduced damage. Meanwhile, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
3756,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 10). At the same time, fireball costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 13). Additionally, casting Fireball in Forest fails because ambient moisture dampens the magic. The action succeeds in a modified form.",MODIFIED
2891,"While Frozen, performing any attack action is impossible. However, a Mage below level 6 deals reduced attack damage due to inexperience (unit is level 4). Beyond that, with HP below 15, the unit's attack effectiveness is significantly reduced. Additionally, when the target's defense exceeds the attacker's strength, damage output drops significantly. The attempt fails completely under these conditions.",BLOCKED
2371,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). At the same time, the Frozen effect immobilizes the unit, blocking any attempt to cast spells. Furthermore, strikers lack arcane training and cannot cast spells. On top of that, the Barrier spell demands 28 mana — anything less and the cast fails (current mana: 18). Additionally, barrier cannot be cast on Ruins terrain — residual dark energy interferes with the casting. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
5216,"Invisibility reveals secret passages through otherwise restricted terrain. On top of that, the Ruins environment is impassable for Healer units. The action proceeds without restriction.",ALLOWED
4881,"The caster's Burning status provides enough elemental affinity to overcome Forest's interference with Fireball. Additionally, the Forest environment prevents Fireball from forming: ambient moisture dampens the magic. On top of that, fireball is locked until level 6 — lower-level casters cannot use it (unit is level 1). Nothing prevents the action from succeeding normally.",ALLOWED
3228,"While Frozen, performing any cast action is impossible. However, a Striker has no capacity for magic and cannot cast any spell. Additionally, casting Fireball requires at least 28 mana. Insufficient mana blocks the spell (current mana: 16). Meanwhile, the Forest environment prevents Fireball from forming: ambient moisture dampens the magic. At the same time, only units of level 6 or higher can cast Fireball (unit is level 2). The action is prevented from going through.",BLOCKED
2853,"Rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. Compounding this, strikers lack arcane training and cannot cast spells. At the same time, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 14). The action proceeds but with altered effects.",MODIFIED
2912,"Frozen units cannot attack. The condition prevents all voluntary actions. Meanwhile, the Invisible attacker strikes from stealth, dealing double damage as a sneak attack. Invisible status is lost. Compounding this, the Forest environment makes it harder to land attacks — accuracy suffers. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1865,"Frozen units cannot move. The condition prevents all voluntary actions. Additionally, a Ranger finds Plains terrain incompatible with their movement capabilities. On top of that, units below 10 HP move at half speed — their 5 HP severely limit mobility. The action is prevented from going through.",BLOCKED
1857,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Furthermore, the Desert environment makes it harder to land attacks — accuracy suffers. At the same time, against a target with 15+ defense, even powerful attacks are partially deflected. The action proceeds but with altered effects.",MODIFIED
2645,"The Stunned effect immobilizes the unit, blocking any attempt to attack. Additionally, units below 15 HP suffer penalties when attempting to attack — injuries impair performance. Furthermore, the attacker's strength is lower than the target's defense, resulting in reduced damage. Meanwhile, without adjacency, a melee attack has no chance of connecting. However, shielded targets take only 50% damage from physical attacks. Beyond that, combat effectiveness drops when fighting on Forest terrain. The action is prevented from going through.",BLOCKED
2243,"The Frozen effect immobilizes the unit, blocking any attempt to move. Additionally, paladins cannot traverse Plains terrain due to their physical limitations. Ultimately, the action is blocked and cannot proceed.",BLOCKED
2336,"Adjacent allies receive a more potent Rally buff due to the caster's direct presence. On top of that, rally costs 35 mana to cast. Without enough mana, the spell fizzles (current mana: 34). Meanwhile, the Desert environment prevents Rally from forming: extreme heat destabilizes the spell structure. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
950,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 9). Beyond that, rogues lack arcane training and cannot cast spells. Furthermore, the Ruins environment prevents Barrier from forming: residual dark energy interferes with the casting. The action succeeds in a modified form.",MODIFIED
3068,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. Additionally, while Frozen, performing any move action is impossible. Nothing prevents the action from succeeding normally.",ALLOWED
1120,"Insufficient strength against the target's defenses means the attack deals partial damage. Furthermore, the target's Shield absorbs a portion of the incoming damage, reducing it by half. However, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action succeeds in a modified form.",MODIFIED
2597,"Casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 24). On top of that, casting Lightning in Ruins fails because residual dark energy interferes with the casting. Compounding this, only units of level 7 or higher can cast Lightning (unit is level 6). The attempt fails completely under these conditions.",BLOCKED
2204,"Casting Drain in Mountain fails because the thin air disrupts concentration. Additionally, the target's defense of 12+ interferes with Drain, cutting the life steal in half. Ultimately, the action is blocked and cannot proceed.",BLOCKED
419,"The close proximity of the target enhances Rally's effect, providing a stronger buff. However, a Guardian has no capacity for magic and cannot cast any spell. On top of that, rally costs 35 mana to cast. Without enough mana, the spell fizzles (current mana: 20). While not outright blocked, the outcome is modified from the standard result.",MODIFIED
922,"A Striker has no capacity for magic and cannot cast any spell. At the same time, casting Heal requires at least 18 mana. Insufficient mana blocks the spell (current mana: 10). Meanwhile, casting Heal in Swamp fails because the waterlogged ground absorbs magical energy. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1254,"Until reaching level 6, Mage attacks are weakened significantly (unit is level 1). Meanwhile, the attacker's strength is lower than the target's defense, resulting in reduced damage. Beyond that, the target is out of melee range — physical attacks cannot reach. Additionally, shielded targets take only 50% damage from physical attacks. Ultimately, the action is blocked and cannot proceed.",BLOCKED
477,"Barrier cannot be cast on Mountain terrain — the thin air disrupts concentration. Meanwhile, only units of level 3 or higher can cast Barrier (unit is level 2). The action is prevented from going through.",BLOCKED
2035,"While Invisible, the unit slips through normally impassable terrain undetected. Furthermore, rogues gain a movement bonus when entering Plains — the terrain suits their abilities. The attempt goes through as intended.",ALLOWED
1202,"While Stunned, performing any attack action is impossible. Furthermore, when the target's defense exceeds the attacker's strength, damage output drops significantly. Ultimately, the action is blocked and cannot proceed.",BLOCKED
2626,"A Summoner finds Plains terrain incompatible with their movement capabilities. Meanwhile, at fewer than 10 HP, movement is agonizingly slow — half the normal speed. Ultimately, the action is blocked and cannot proceed.",BLOCKED
5296,"While Invisible, the unit slips through normally impassable terrain undetected. On top of that, rangers gain a movement bonus when entering Desert — the terrain suits their abilities. Nothing prevents the action from succeeding normally.",ALLOWED
1970,"Rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. At the same time, rally costs 35 mana to cast. Without enough mana, the spell fizzles (current mana: 12). The action proceeds but with altered effects.",MODIFIED
3110,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. However, mages cannot traverse Forest terrain due to their physical limitations. The attempt goes through as intended.",ALLOWED
4018,"Wounded units (below 15 HP) take a performance hit on attack actions. On top of that, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action succeeds in a modified form.",MODIFIED
2151,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). Furthermore, the Stunned effect immobilizes the unit, blocking any attempt to cast spells. At the same time, casting Shadowstep in Desert fails because extreme heat destabilizes the spell structure. The action succeeds in a modified form.",MODIFIED
3687,"Invisibility reveals secret passages through otherwise restricted terrain. Furthermore, stunned units cannot move. The condition prevents all voluntary actions. On top of that, the Ruins environment is impassable for Ranger units. Nothing prevents the action from succeeding normally.",ALLOWED
1997,"The Frozen effect immobilizes the unit, blocking any attempt to cast spells. Additionally, rogues lack arcane training and cannot cast spells. Beyond that, frostbind costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 22). The attempt fails completely under these conditions.",BLOCKED
4033,"Frostbind costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 20). Additionally, the Frostbind spell interacts with Burning status — the status is cleansed instead of the normal spell outcome. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3054,"Spellcasting is not available to Rogue units — they have no magical ability. On top of that, lightning is locked until level 7 — lower-level casters cannot use it (unit is level 2). The attempt fails completely under these conditions.",BLOCKED
1248,"Low-level Mages (below 6) suffer a damage penalty on attacks (unit is level 1). Compounding this, the attacker's strength is lower than the target's defense, resulting in reduced damage. Meanwhile, the target is out of melee range — physical attacks cannot reach. Beyond that, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. Ultimately, the action is blocked and cannot proceed.",BLOCKED
2192,"Veterans of level 7+ have learned to fight effectively even while wounded (unit is level 8). Meanwhile, insufficient strength against the target's defenses means the attack deals partial damage. On top of that, the Forest environment makes it harder to land attacks — accuracy suffers. The action proceeds but with altered effects.",MODIFIED
2712,"Frozen units cannot cast spells. The condition prevents all voluntary actions. However, the Frostbind spell demands 30 mana — anything less and the cast fails (current mana: 27). Ultimately, the action is blocked and cannot proceed.",BLOCKED
992,"From the Mountain's height, even melee units can strike distant targets below. However, the target is out of melee range — physical attacks cannot reach. The attempt goes through as intended.",ALLOWED
2190,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 9). Compounding this, a Rogue has no capacity for magic and cannot cast any spell. However, with HP below 15, the unit's cast effectiveness is significantly reduced. The action succeeds in a modified form.",MODIFIED
3762,"Casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 5). Compounding this, lightning is locked until level 7 — lower-level casters cannot use it (unit is level 6). Beyond that, units below 15 HP suffer penalties when attempting to cast spells — injuries impair performance. The attempt fails completely under these conditions.",BLOCKED
3597,"A Rogue has no capacity for magic and cannot cast any spell. However, the Heal spell demands 18 mana — anything less and the cast fails (current mana: 13). The action is prevented from going through.",BLOCKED
1318,"While Frozen, performing any cast action is impossible. Additionally, a Ranger has no capacity for magic and cannot cast any spell. However, the Mountain environment prevents Heal from forming: the thin air disrupts concentration. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1863,"Rogues lack arcane training and cannot cast spells. Beyond that, fireball costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 13). However, fireball cannot be cast on Swamp terrain — the waterlogged ground absorbs magical energy. Ultimately, the action is blocked and cannot proceed.",BLOCKED
2343,"The Frozen effect immobilizes the unit, blocking any attempt to attack. On top of that, insufficient strength against the target's defenses means the attack deals partial damage. However, the magical barrier around the target deflects half the attack's force. Beyond that, combat effectiveness drops when fighting on Desert terrain. Compounding this, against a target with 15+ defense, even powerful attacks are partially deflected. Ultimately, the action is blocked and cannot proceed.",BLOCKED
2449,"Low-level Mages (below 6) suffer a damage penalty on attacks (unit is level 2). Beyond that, when the target's defense exceeds the attacker's strength, damage output drops significantly. Compounding this, shielded targets take only 50% damage from physical attacks. The action proceeds but with altered effects.",MODIFIED
2136,"Adjacent allies receive a more potent Rally buff due to the caster's direct presence. At the same time, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 12). Furthermore, units below 15 HP suffer penalties when attempting to cast spells — injuries impair performance. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
1065,"With ample mana (30+) and direct proximity, Heal restores nearly double the normal amount (current mana: 34). Meanwhile, the Mountain environment prevents Heal from forming: the thin air disrupts concentration. The action proceeds but with altered effects.",MODIFIED
5453,"From the Mountain's height, even melee units can strike distant targets below. On top of that, when the target's defense exceeds the attacker's strength, damage output drops significantly. Furthermore, without adjacency, a melee attack has no chance of connecting. Beyond that, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action proceeds without restriction.",ALLOWED
4227,"A sneak attack from Invisible status doubles the damage output, but reveals the attacker. Furthermore, the attacker's strength is lower than the target's defense, resulting in reduced damage. The action proceeds but with altered effects.",MODIFIED
2621,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). On top of that, excess mana (35+) supercharges Frostbind, amplifying its potency significantly (current mana: 39). However, the Frostbind spell interacts with Burning status — the status is cleansed instead of the normal spell outcome. The action proceeds but with altered effects.",MODIFIED
77,"Mages cannot traverse Desert terrain due to their physical limitations. Beyond that, units below 10 HP move at half speed — their 5 HP severely limit mobility. The action is prevented from going through.",BLOCKED
2898,"A Ranger has no capacity for magic and cannot cast any spell. Additionally, the Frostbind spell demands 30 mana — anything less and the cast fails (current mana: 7). The action is prevented from going through.",BLOCKED
1314,"Spellcasting is not available to Ranger units — they have no magical ability. On top of that, casting Lightning requires the caster to be at least level 7 (unit is level 6). Ultimately, the action is blocked and cannot proceed.",BLOCKED
4808,"The Ranger's ranged weapons reach non-adjacent targets without penalty. However, the target is out of melee range — physical attacks cannot reach. The action proceeds without restriction.",ALLOWED
872,"Rangers lack arcane training and cannot cast spells. Furthermore, the Lightning spell demands 30 mana — anything less and the cast fails (current mana: 29). Ultimately, the action is blocked and cannot proceed.",BLOCKED
3850,"Invisibility reveals secret passages through otherwise restricted terrain. Beyond that, the Swamp environment is impassable for Paladin units. Nothing prevents the action from succeeding normally.",ALLOWED
5265,"Invisibility reveals secret passages through otherwise restricted terrain. Compounding this, the Stunned effect immobilizes the unit, blocking any attempt to move. The action proceeds without restriction.",ALLOWED
2965,"A Ranger has no capacity for magic and cannot cast any spell. Furthermore, the Shadowstep spell demands 20 mana — anything less and the cast fails (current mana: 12). On top of that, the Forest environment prevents Shadowstep from forming: ambient moisture dampens the magic. Beyond that, shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 1). The attempt fails completely under these conditions.",BLOCKED
3391,"Insufficient strength against the target's defenses means the attack deals partial damage. On top of that, the Forest environment makes it harder to land attacks — accuracy suffers. The action succeeds in a modified form.",MODIFIED
2560,"With mana above 35, Frostbind is overcharged — dealing enhanced damage or stronger effects (current mana: 44). Additionally, strikers lack arcane training and cannot cast spells. The action proceeds but with altered effects.",MODIFIED
5385,"Rangers can attack at range with their bows, bypassing the adjacency requirement. On top of that, low-level Rangers (below 4) suffer a damage penalty on attacks (unit is level 3). Meanwhile, with strength outpacing defense by 10+, the attack lands with overwhelming force. At the same time, without adjacency, a melee attack has no chance of connecting. However, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. Nothing prevents the action from succeeding normally.",ALLOWED
2635,"The target is out of melee range — physical attacks cannot reach. On top of that, the Forest environment makes it harder to land attacks — accuracy suffers. Compounding this, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The attempt fails completely under these conditions.",BLOCKED
3530,"Spellcasting is not available to Striker units — they have no magical ability. Compounding this, heal cannot be cast on Mountain terrain — the thin air disrupts concentration. Ultimately, the action is blocked and cannot proceed.",BLOCKED
375,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Furthermore, against a target with 15+ defense, even powerful attacks are partially deflected. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
1908,"While Frozen, performing any attack action is impossible. Furthermore, the Mountain's elevation grants ranged attack capability to all units. Compounding this, a strength advantage of 10 or more over the target's defense results in a crushing blow. However, the target is out of melee range — physical attacks cannot reach. Ultimately, the action is blocked and cannot proceed.",BLOCKED
4429,"When the target's defense exceeds the attacker's strength, damage output drops significantly. On top of that, against a target with 15+ defense, even powerful attacks are partially deflected. The action succeeds in a modified form.",MODIFIED
4763,"While Invisible, the unit slips through normally impassable terrain undetected. On top of that, paladins cannot traverse Plains terrain due to their physical limitations. The action proceeds without restriction.",ALLOWED
4816,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. Compounding this, the Mountain environment is impassable for Rogue units. The action proceeds without restriction.",ALLOWED
4027,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). However, the close proximity of the target enhances Rally's effect, providing a stronger buff. The action succeeds in a modified form.",MODIFIED
1604,"The Mountain's elevation grants ranged attack capability to all units. Compounding this, insufficient strength against the target's defenses means the attack deals partial damage. Furthermore, without adjacency, a melee attack has no chance of connecting. Additionally, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The attempt goes through as intended.",ALLOWED
1118,"Casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 19). Furthermore, lightning cannot be cast on Ruins terrain — residual dark energy interferes with the casting. The attempt fails completely under these conditions.",BLOCKED
3677,"While Frozen, performing any cast action is impossible. Furthermore, the Shadowstep spell demands 20 mana — anything less and the cast fails (current mana: 14). Additionally, shadowstep cannot be cast on Desert terrain — extreme heat destabilizes the spell structure. The action is prevented from going through.",BLOCKED
3490,"A Guardian has no capacity for magic and cannot cast any spell. On top of that, the Shadowstep spell demands 20 mana — anything less and the cast fails (current mana: 5). Meanwhile, only units of level 7 or higher can cast Shadowstep (unit is level 3). The attempt fails completely under these conditions.",BLOCKED
5347,"While Invisible, the unit slips through normally impassable terrain undetected. However, a Ranger finds Plains terrain incompatible with their movement capabilities. Nothing prevents the action from succeeding normally.",ALLOWED
2958,"With mana above 45, Barrier is overcharged — dealing enhanced damage or stronger effects (current mana: 48). At the same time, rangers lack arcane training and cannot cast spells. Additionally, only units of level 3 or higher can cast Barrier (unit is level 1). The action proceeds but with altered effects.",MODIFIED
1994,"Attacking from Forest terrain imposes an accuracy penalty due to unstable footing. However, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action proceeds but with altered effects.",MODIFIED
5448,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. However, summoners cannot traverse Plains terrain due to their physical limitations. The action proceeds without restriction.",ALLOWED
4787,"Invisibility reveals secret passages through otherwise restricted terrain. Additionally, a Summoner finds Forest terrain incompatible with their movement capabilities. The action proceeds without restriction.",ALLOWED
2376,"Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 10). At the same time, while Stunned, performing any cast action is impossible. Compounding this, the Lightning spell demands 30 mana — anything less and the cast fails (current mana: 25). However, the Ruins environment prevents Lightning from forming: residual dark energy interferes with the casting. The action proceeds but with altered effects.",MODIFIED
