id,verdict
17762,FACILITY:WYR-0299 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
694,FACILITY:ZRD-3943 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
12989,"FACILITY:CGN-4785 | VIOLATIONS:containment_breach,particulate_spike,ventilation_fault | COUNT:3 | SEVERITY:high | ACTION:partial_shutdown | PENALTY:tier_A"
15769,FACILITY:ZRD-7421 | VIOLATIONS:waste_overflow | COUNT:1 | SEVERITY:moderate | ACTION:partial_shutdown | PENALTY:tier_D
12664,"FACILITY:PSN-7045 | VIOLATIONS:chemical_spill,particulate_spike | COUNT:2 | SEVERITY:moderate | ACTION:reinspect_7d | PENALTY:none"
4145,FACILITY:MVO-2538 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
12766,"FACILITY:TXL-6103 | VIOLATIONS:chemical_spill,waste_overflow | COUNT:2 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:none"
12706,FACILITY:KRX-9118 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
5322,FACILITY:ZRD-5896 | VIOLATIONS:pressure_anomaly | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
18631,"FACILITY:BPH-7359 | VIOLATIONS:corrosion_detected,leak,particulate_spike | COUNT:3 | SEVERITY:elevated | ACTION:log_only | PENALTY:tier_D"
3323,"FACILITY:AEL-8347 | VIOLATIONS:runoff_contamination,seal_degradation | COUNT:2 | SEVERITY:elevated | ACTION:reinspect_30d | PENALTY:tier_E"
1916,"FACILITY:QMT-3678 | VIOLATIONS:chemical_spill,corrosion_detected,runoff_contamination,ventilation_fault | COUNT:4 | SEVERITY:high | ACTION:reinspect_7d | PENALTY:tier_B"
18763,"FACILITY:ZRD-3472 | VIOLATIONS:chemical_spill,seal_degradation | COUNT:2 | SEVERITY:moderate | ACTION:log_only | PENALTY:none"
4093,"FACILITY:BPH-3017 | VIOLATIONS:thermal_deviation,waste_overflow | COUNT:2 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:none"
15610,"FACILITY:VLN-8525 | VIOLATIONS:filter_failure,leak,runoff_contamination,seal_degradation,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:tier_B"
501,"FACILITY:VLN-1514 | VIOLATIONS:chemical_spill,leak,particulate_spike,pressure_anomaly,thermal_deviation | COUNT:5 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
4512,"FACILITY:JNK-3514 | VIOLATIONS:corrosion_detected,filter_failure,particulate_spike,thermal_deviation,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:none"
4124,"FACILITY:JNK-2920 | VIOLATIONS:chemical_spill,runoff_contamination,ventilation_fault | COUNT:3 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:tier_A"
9497,FACILITY:BPH-2148 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
4673,"FACILITY:FWS-4398 | VIOLATIONS:filter_failure,runoff_contamination | COUNT:2 | SEVERITY:moderate | ACTION:immediate_halt | PENALTY:tier_C"
1221,"FACILITY:JNK-4713 | VIOLATIONS:noise_exceedance,structural_crack | COUNT:2 | SEVERITY:elevated | ACTION:log_only | PENALTY:none"
6222,"FACILITY:HCG-8965 | VIOLATIONS:corrosion_detected,emission_excess,seal_degradation,thermal_deviation | COUNT:4 | SEVERITY:high | ACTION:log_only | PENALTY:tier_B"
6876,FACILITY:VLN-2055 | VIOLATIONS:runoff_contamination | COUNT:1 | SEVERITY:elevated | ACTION:reinspect_30d | PENALTY:none
39,"FACILITY:KRX-9116 | VIOLATIONS:noise_exceedance,particulate_spike,structural_crack | COUNT:3 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:none"
19762,"FACILITY:VLN-1130 | VIOLATIONS:chemical_spill,emission_excess,noise_exceedance,ventilation_fault | COUNT:4 | SEVERITY:high | ACTION:partial_shutdown | PENALTY:none"
9172,FACILITY:UBT-9585 | VIOLATIONS:chemical_spill | COUNT:1 | SEVERITY:low | ACTION:reinspect_7d | PENALTY:none
3417,FACILITY:MVO-4601 | VIOLATIONS:seal_degradation | COUNT:1 | SEVERITY:low | ACTION:log_only | PENALTY:none
7210,FACILITY:KRX-8167 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
19878,"FACILITY:DRM-7014 | VIOLATIONS:chemical_spill,filter_failure,runoff_contamination | COUNT:3 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:none"
520,"FACILITY:TXL-9892 | VIOLATIONS:chemical_spill,emission_excess,structural_crack,waste_overflow | COUNT:4 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:none"
4570,"FACILITY:QMT-8954 | VIOLATIONS:leak,pressure_anomaly,runoff_contamination,thermal_deviation,ventilation_fault | COUNT:5 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
15084,FACILITY:ZRD-2470 | VIOLATIONS:emission_excess | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
10761,FACILITY:ZRD-8293 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
8202,"FACILITY:VLN-3437 | VIOLATIONS:corrosion_detected,leak,particulate_spike | COUNT:3 | SEVERITY:elevated | ACTION:reinspect_7d | PENALTY:tier_C"
11239,FACILITY:ZRD-7206 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
6373,"FACILITY:DRM-8399 | VIOLATIONS:seal_degradation,structural_crack | COUNT:2 | SEVERITY:moderate | ACTION:no_action | PENALTY:none"
5936,"FACILITY:KRX-3494 | VIOLATIONS:containment_breach,noise_exceedance | COUNT:2 | SEVERITY:moderate | ACTION:reinspect_30d | PENALTY:none"
9147,"FACILITY:UBT-0863 | VIOLATIONS:chemical_spill,containment_breach,runoff_contamination,thermal_deviation | COUNT:4 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
7244,"FACILITY:MVO-6764 | VIOLATIONS:particulate_spike,ventilation_fault | COUNT:2 | SEVERITY:moderate | ACTION:reinspect_7d | PENALTY:tier_C"
19917,FACILITY:JNK-3882 | VIOLATIONS:chemical_spill | COUNT:1 | SEVERITY:elevated | ACTION:reinspect_30d | PENALTY:none
11503,FACILITY:BPH-3894 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
10585,FACILITY:UBT-6115 | VIOLATIONS:containment_breach | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
14753,FACILITY:HCG-8437 | VIOLATIONS:structural_crack | COUNT:1 | SEVERITY:elevated | ACTION:reinspect_30d | PENALTY:none
13440,FACILITY:CGN-6267 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
10578,FACILITY:DRM-4261 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
13795,"FACILITY:AEL-2372 | VIOLATIONS:chemical_spill,seal_degradation,waste_overflow | COUNT:3 | SEVERITY:elevated | ACTION:immediate_halt | PENALTY:none"
11562,"FACILITY:KRX-8052 | VIOLATIONS:emission_excess,leak,waste_overflow | COUNT:3 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:tier_C"
11641,"FACILITY:QMT-6846 | VIOLATIONS:corrosion_detected,filter_failure,leak,pressure_anomaly,seal_degradation,thermal_deviation | COUNT:6 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:tier_C"
784,"FACILITY:HCG-3114 | VIOLATIONS:leak,noise_exceedance,seal_degradation | COUNT:3 | SEVERITY:moderate | ACTION:no_action | PENALTY:none"
16984,"FACILITY:PSN-8795 | VIOLATIONS:corrosion_detected,filter_failure,pressure_anomaly,thermal_deviation | COUNT:4 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:tier_B"
7,FACILITY:WYR-0753 | VIOLATIONS:noise_exceedance | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
7287,"FACILITY:AEL-7702 | VIOLATIONS:containment_breach,corrosion_detected,pressure_anomaly,thermal_deviation,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
16058,FACILITY:AEL-9588 | VIOLATIONS:runoff_contamination | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
11540,"FACILITY:JNK-3925 | VIOLATIONS:corrosion_detected,noise_exceedance,seal_degradation | COUNT:3 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
6098,"FACILITY:WYR-7896 | VIOLATIONS:corrosion_detected,runoff_contamination,thermal_deviation,ventilation_fault | COUNT:4 | SEVERITY:high | ACTION:partial_shutdown | PENALTY:tier_B"
2051,FACILITY:UBT-7823 | VIOLATIONS:structural_crack | COUNT:1 | SEVERITY:low | ACTION:reinspect_7d | PENALTY:none
2214,FACILITY:QMT-0823 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
14966,"FACILITY:FWS-9361 | VIOLATIONS:containment_breach,corrosion_detected,waste_overflow | COUNT:3 | SEVERITY:high | ACTION:partial_shutdown | PENALTY:none"
9513,FACILITY:TXL-3098 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
210,"FACILITY:TXL-5838 | VIOLATIONS:chemical_spill,containment_breach,filter_failure | COUNT:3 | SEVERITY:elevated | ACTION:full_shutdown | PENALTY:none"
11611,FACILITY:MVO-8643 | VIOLATIONS:emission_excess | COUNT:1 | SEVERITY:moderate | ACTION:no_action | PENALTY:none
6206,"FACILITY:BPH-9087 | VIOLATIONS:leak,structural_crack,waste_overflow | COUNT:3 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:tier_A"
13907,"FACILITY:DRM-8365 | VIOLATIONS:corrosion_detected,runoff_contamination,seal_degradation,thermal_deviation,ventilation_fault | COUNT:5 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:none"
16742,"FACILITY:ZRD-4577 | VIOLATIONS:corrosion_detected,filter_failure,structural_crack | COUNT:3 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:none"
4175,"FACILITY:PSN-2951 | VIOLATIONS:chemical_spill,corrosion_detected,emission_excess,runoff_contamination,ventilation_fault | COUNT:5 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
6366,"FACILITY:WYR-8617 | VIOLATIONS:corrosion_detected,emission_excess | COUNT:2 | SEVERITY:moderate | ACTION:no_action | PENALTY:none"
8376,FACILITY:FWS-0388 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
15673,FACILITY:UBT-8704 | VIOLATIONS:chemical_spill | COUNT:1 | SEVERITY:high | ACTION:reinspect_30d | PENALTY:tier_C
19492,"FACILITY:CGN-5700 | VIOLATIONS:chemical_spill,noise_exceedance,pressure_anomaly,structural_crack,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
14403,"FACILITY:FWS-4742 | VIOLATIONS:particulate_spike,pressure_anomaly,ventilation_fault,waste_overflow | COUNT:4 | SEVERITY:high | ACTION:log_only | PENALTY:tier_C"
17238,FACILITY:BPH-8237 | VIOLATIONS:particulate_spike | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
1436,"FACILITY:HCG-1018 | VIOLATIONS:chemical_spill,pressure_anomaly,seal_degradation,ventilation_fault | COUNT:4 | SEVERITY:high | ACTION:full_shutdown | PENALTY:none"
4853,"FACILITY:KRX-7387 | VIOLATIONS:pressure_anomaly,runoff_contamination,thermal_deviation | COUNT:3 | SEVERITY:high | ACTION:full_shutdown | PENALTY:tier_D"
3018,FACILITY:VLN-2269 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
2568,"FACILITY:DRM-8167 | VIOLATIONS:emission_excess,leak,particulate_spike,waste_overflow | COUNT:4 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
9972,FACILITY:JNK-6330 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
4731,"FACILITY:KRX-6625 | VIOLATIONS:containment_breach,pressure_anomaly,ventilation_fault | COUNT:3 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:none"
16011,"FACILITY:ZRD-5279 | VIOLATIONS:pressure_anomaly,seal_degradation,waste_overflow | COUNT:3 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_D"
13884,"FACILITY:PSN-5046 | VIOLATIONS:noise_exceedance,thermal_deviation | COUNT:2 | SEVERITY:high | ACTION:log_only | PENALTY:none"
9967,"FACILITY:TXL-6256 | VIOLATIONS:particulate_spike,pressure_anomaly,runoff_contamination,seal_degradation,structural_crack | COUNT:5 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:tier_D"
10218,"FACILITY:QMT-0837 | VIOLATIONS:containment_breach,corrosion_detected,waste_overflow | COUNT:3 | SEVERITY:high | ACTION:reinspect_7d | PENALTY:none"
12106,FACILITY:AEL-7360 | VIOLATIONS:particulate_spike | COUNT:1 | SEVERITY:elevated | ACTION:immediate_halt | PENALTY:none
7481,"FACILITY:QMT-7590 | VIOLATIONS:particulate_spike,runoff_contamination,structural_crack,thermal_deviation | COUNT:4 | SEVERITY:high | ACTION:reinspect_7d | PENALTY:none"
17925,FACILITY:PSN-1364 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
19073,"FACILITY:DRM-7042 | VIOLATIONS:noise_exceedance,pressure_anomaly | COUNT:2 | SEVERITY:moderate | ACTION:no_action | PENALTY:none"
3159,"FACILITY:AEL-3555 | VIOLATIONS:chemical_spill,containment_breach,leak | COUNT:3 | SEVERITY:elevated | ACTION:reinspect_30d | PENALTY:none"
14423,"FACILITY:BPH-7591 | VIOLATIONS:runoff_contamination,ventilation_fault | COUNT:2 | SEVERITY:moderate | ACTION:no_action | PENALTY:none"
14462,FACILITY:CGN-2484 | VIOLATIONS:filter_failure | COUNT:1 | SEVERITY:low | ACTION:reinspect_7d | PENALTY:none
13085,FACILITY:AEL-6934 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
5907,"FACILITY:PSN-0159 | VIOLATIONS:containment_breach,seal_degradation,ventilation_fault | COUNT:3 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:tier_C"
10224,FACILITY:HCG-0510 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
3931,FACILITY:ZRD-7101 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
16079,FACILITY:HCG-0145 | VIOLATIONS:corrosion_detected | COUNT:1 | SEVERITY:low | ACTION:full_shutdown | PENALTY:tier_A
11229,"FACILITY:HCG-1961 | VIOLATIONS:chemical_spill,particulate_spike,pressure_anomaly,runoff_contamination | COUNT:4 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:tier_E"
5806,"FACILITY:TXL-0689 | VIOLATIONS:containment_breach,emission_excess,leak,noise_exceedance,pressure_anomaly | COUNT:5 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:none"
566,FACILITY:DRM-0957 | VIOLATIONS:waste_overflow | COUNT:1 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none
18450,"FACILITY:ZRD-6381 | VIOLATIONS:chemical_spill,emission_excess,leak,seal_degradation,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:tier_C"
7693,FACILITY:JNK-2668 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
15608,"FACILITY:UBT-8856 | VIOLATIONS:particulate_spike,structural_crack | COUNT:2 | SEVERITY:moderate | ACTION:no_action | PENALTY:none"
19106,FACILITY:ZRD-5587 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
2150,"FACILITY:FWS-6820 | VIOLATIONS:emission_excess,pressure_anomaly,structural_crack | COUNT:3 | SEVERITY:elevated | ACTION:log_only | PENALTY:none"
19795,FACILITY:QMT-8312 | VIOLATIONS:filter_failure | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
10389,FACILITY:AEL-5485 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
7590,"FACILITY:FWS-2008 | VIOLATIONS:chemical_spill,noise_exceedance,runoff_contamination,waste_overflow | COUNT:4 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:tier_E"
4535,FACILITY:CGN-5874 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
1524,"FACILITY:FWS-3759 | VIOLATIONS:chemical_spill,emission_excess,noise_exceedance,ventilation_fault | COUNT:4 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
7645,"FACILITY:UBT-1008 | VIOLATIONS:filter_failure,pressure_anomaly,runoff_contamination,structural_crack | COUNT:4 | SEVERITY:high | ACTION:reinspect_30d | PENALTY:none"
11372,FACILITY:VLN-5936 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
12013,"FACILITY:JNK-0972 | VIOLATIONS:containment_breach,corrosion_detected,emission_excess | COUNT:3 | SEVERITY:elevated | ACTION:log_only | PENALTY:tier_E"
1864,"FACILITY:HCG-3871 | VIOLATIONS:corrosion_detected,pressure_anomaly,structural_crack,ventilation_fault | COUNT:4 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:none"
4424,"FACILITY:VLN-8865 | VIOLATIONS:containment_breach,filter_failure,pressure_anomaly,runoff_contamination | COUNT:4 | SEVERITY:high | ACTION:partial_shutdown | PENALTY:none"
5843,FACILITY:VLN-5827 | VIOLATIONS:thermal_deviation | COUNT:1 | SEVERITY:moderate | ACTION:no_action | PENALTY:none
18263,"FACILITY:QMT-7819 | VIOLATIONS:pressure_anomaly,structural_crack | COUNT:2 | SEVERITY:moderate | ACTION:partial_shutdown | PENALTY:none"
17286,"FACILITY:BPH-1562 | VIOLATIONS:emission_excess,noise_exceedance,seal_degradation,ventilation_fault,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_D"
5619,"FACILITY:MVO-6169 | VIOLATIONS:corrosion_detected,leak,particulate_spike,runoff_contamination,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:tier_A"
3081,FACILITY:WYR-3858 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
844,"FACILITY:KRX-1611 | VIOLATIONS:leak,particulate_spike | COUNT:2 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:none"
4176,"FACILITY:HCG-8546 | VIOLATIONS:corrosion_detected,emission_excess,leak,ventilation_fault | COUNT:4 | SEVERITY:high | ACTION:immediate_halt | PENALTY:none"
7421,FACILITY:UBT-1907 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
14530,"FACILITY:UBT-9695 | VIOLATIONS:emission_excess,pressure_anomaly,ventilation_fault | COUNT:3 | SEVERITY:high | ACTION:log_only | PENALTY:tier_C"
3724,"FACILITY:UBT-8862 | VIOLATIONS:corrosion_detected,ventilation_fault | COUNT:2 | SEVERITY:elevated | ACTION:reinspect_30d | PENALTY:none"
5949,FACILITY:ZRD-8842 | VIOLATIONS:structural_crack | COUNT:1 | SEVERITY:moderate | ACTION:reinspect_7d | PENALTY:none
11172,"FACILITY:WYR-7665 | VIOLATIONS:emission_excess,leak,seal_degradation,structural_crack,ventilation_fault | COUNT:5 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:tier_E"
993,FACILITY:HCG-5554 | VIOLATIONS:containment_breach | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
19261,FACILITY:HCG-7670 | VIOLATIONS:particulate_spike | COUNT:1 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
5687,FACILITY:WYR-2196 | VIOLATIONS:particulate_spike | COUNT:1 | SEVERITY:critical | ACTION:log_only | PENALTY:none
15963,"FACILITY:VLN-5838 | VIOLATIONS:containment_breach,particulate_spike,pressure_anomaly,seal_degradation,structural_crack | COUNT:5 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
7610,"FACILITY:KRX-8265 | VIOLATIONS:chemical_spill,containment_breach,corrosion_detected,filter_failure,ventilation_fault | COUNT:5 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_C"
1969,"FACILITY:WYR-2425 | VIOLATIONS:containment_breach,filter_failure,leak,pressure_anomaly | COUNT:4 | SEVERITY:high | ACTION:full_shutdown | PENALTY:none"
1149,"FACILITY:ZRD-5737 | VIOLATIONS:containment_breach,leak,pressure_anomaly,thermal_deviation,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:tier_C"
17353,"FACILITY:FWS-5387 | VIOLATIONS:chemical_spill,structural_crack | COUNT:2 | SEVERITY:moderate | ACTION:reinspect_30d | PENALTY:none"
4770,FACILITY:TXL-0485 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
14110,"FACILITY:BPH-1600 | VIOLATIONS:seal_degradation,thermal_deviation | COUNT:2 | SEVERITY:moderate | ACTION:reinspect_30d | PENALTY:none"
4623,FACILITY:DRM-3378 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
7685,FACILITY:VLN-3866 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
15551,"FACILITY:UBT-2912 | VIOLATIONS:corrosion_detected,filter_failure,runoff_contamination,structural_crack | COUNT:4 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:tier_B"
7499,"FACILITY:JNK-7120 | VIOLATIONS:chemical_spill,particulate_spike,runoff_contamination,seal_degradation | COUNT:4 | SEVERITY:high | ACTION:immediate_halt | PENALTY:none"
6226,"FACILITY:FWS-9819 | VIOLATIONS:corrosion_detected,filter_failure,particulate_spike,waste_overflow | COUNT:4 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:tier_A"
8868,"FACILITY:HCG-8271 | VIOLATIONS:runoff_contamination,thermal_deviation | COUNT:2 | SEVERITY:moderate | ACTION:log_only | PENALTY:tier_C"
6672,FACILITY:CGN-8964 | VIOLATIONS:leak | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
7299,FACILITY:HCG-2164 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
12418,"FACILITY:FWS-5326 | VIOLATIONS:containment_breach,corrosion_detected,ventilation_fault | COUNT:3 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
6774,"FACILITY:KRX-9910 | VIOLATIONS:chemical_spill,corrosion_detected,filter_failure,pressure_anomaly | COUNT:4 | SEVERITY:high | ACTION:partial_shutdown | PENALTY:none"
2541,FACILITY:WYR-7912 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
16413,"FACILITY:JNK-3015 | VIOLATIONS:corrosion_detected,pressure_anomaly,structural_crack | COUNT:3 | SEVERITY:elevated | ACTION:immediate_halt | PENALTY:tier_B"
3382,FACILITY:KRX-7419 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
17265,FACILITY:UBT-9672 | VIOLATIONS:runoff_contamination | COUNT:1 | SEVERITY:low | ACTION:reinspect_7d | PENALTY:none
6668,"FACILITY:DRM-5973 | VIOLATIONS:chemical_spill,corrosion_detected,leak,runoff_contamination | COUNT:4 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
1008,"FACILITY:DRM-3103 | VIOLATIONS:containment_breach,particulate_spike,structural_crack | COUNT:3 | SEVERITY:elevated | ACTION:no_action | PENALTY:none"
5788,"FACILITY:CGN-4676 | VIOLATIONS:chemical_spill,noise_exceedance,structural_crack | COUNT:3 | SEVERITY:high | ACTION:full_shutdown | PENALTY:tier_C"
5454,"FACILITY:QMT-6711 | VIOLATIONS:emission_excess,noise_exceedance,particulate_spike,runoff_contamination,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
16210,"FACILITY:PSN-6664 | VIOLATIONS:chemical_spill,containment_breach,runoff_contamination,thermal_deviation | COUNT:4 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:tier_D"
4427,"FACILITY:DRM-3079 | VIOLATIONS:corrosion_detected,noise_exceedance,particulate_spike,runoff_contamination,thermal_deviation | COUNT:5 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:tier_D"
450,FACILITY:KRX-6177 | VIOLATIONS:particulate_spike | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
12272,"FACILITY:PSN-2225 | VIOLATIONS:particulate_spike,structural_crack,waste_overflow | COUNT:3 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:none"
19543,"FACILITY:BPH-2097 | VIOLATIONS:leak,pressure_anomaly,ventilation_fault | COUNT:3 | SEVERITY:elevated | ACTION:immediate_halt | PENALTY:tier_C"
10295,FACILITY:JNK-2281 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
9959,FACILITY:JNK-3625 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
13321,FACILITY:CGN-3465 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
1013,FACILITY:MVO-3132 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
12410,"FACILITY:WYR-0230 | VIOLATIONS:emission_excess,filter_failure,seal_degradation | COUNT:3 | SEVERITY:high | ACTION:log_only | PENALTY:tier_E"
13514,FACILITY:PSN-4092 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
3615,FACILITY:WYR-6915 | VIOLATIONS:thermal_deviation | COUNT:1 | SEVERITY:low | ACTION:full_shutdown | PENALTY:none
16507,"FACILITY:FWS-1745 | VIOLATIONS:chemical_spill,containment_breach,corrosion_detected,thermal_deviation | COUNT:4 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
5270,"FACILITY:UBT-3789 | VIOLATIONS:emission_excess,runoff_contamination,waste_overflow | COUNT:3 | SEVERITY:elevated | ACTION:full_shutdown | PENALTY:none"
449,"FACILITY:HCG-7968 | VIOLATIONS:chemical_spill,leak,noise_exceedance,particulate_spike,ventilation_fault | COUNT:5 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:tier_B"
3225,"FACILITY:FWS-9766 | VIOLATIONS:filter_failure,runoff_contamination,structural_crack,waste_overflow | COUNT:4 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
3983,"FACILITY:JNK-0960 | VIOLATIONS:particulate_spike,waste_overflow | COUNT:2 | SEVERITY:moderate | ACTION:no_action | PENALTY:none"
14427,FACILITY:CGN-3664 | VIOLATIONS:leak | COUNT:1 | SEVERITY:moderate | ACTION:reinspect_30d | PENALTY:none
11420,"FACILITY:BPH-3067 | VIOLATIONS:pressure_anomaly,thermal_deviation | COUNT:2 | SEVERITY:moderate | ACTION:immediate_halt | PENALTY:tier_C"
4972,"FACILITY:AEL-7953 | VIOLATIONS:chemical_spill,corrosion_detected,emission_excess,structural_crack | COUNT:4 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:tier_A"
