id,output
13602,1-8-0
13603,1-9-0
13604,1-5-2
13605,0-5-3
13606,0-7-1
13607,0-5-3
13608,1-8-3
13609,0-8-2
13610,0-7-0
13611,0-9-2
13612,0-7-1
13613,1-8-2
13614,1-8-1
13615,1-4-1
13616,0-8-1
13617,0-7-1
13618,0-9-0
13619,0-7-2
13620,1-5-0
13621,1-5-0
13622,1-5-4
13623,1-7-3
13624,1-1-0
13625,0-4-1
13626,1-8-2
13627,1-6-0
13628,0-9-2
13629,0-4-0
13630,1-5-3
13631,1-8-1
13632,0-8-1
13633,1-9-4
13634,1-8-3
13635,1-5-1
13636,0-5-2
13637,0-4-4
13638,1-5-2
13639,0-8-3
13640,0-8-2
13641,1-7-2
13642,1-7-3
13643,1-8-4
13644,0-2-3
13645,0-8-2
13646,1-7-3
13647,0-5-0
13648,0-3-3
13649,1-5-3
13650,1-9-4
13651,0-8-1
13652,1-5-4
13653,1-8-3
13654,0-7-0
13655,0-8-4
13656,0-7-3
13657,1-8-0
13658,0-7-2
13659,1-8-3
13660,0-8-3
13661,0-5-1
13662,1-4-2
13663,1-5-2
13664,0-3-2
13665,0-9-2
13666,1-9-3
13667,1-8-4
13668,1-8-4
13669,0-7-2
13670,0-8-1
13671,1-7-4
13672,1-5-1
13673,1-7-0
13674,1-7-4
13675,0-9-1
13676,1-5-0
13677,0-7-4
13678,0-8-1
13679,1-6-3
13680,0-7-4
13681,1-3-2
13682,0-8-3
13683,1-8-3
13684,1-3-4
13685,0-9-1
13686,0-8-1
13687,1-7-4
13688,1-9-3
13689,1-9-2
13690,0-9-1
13691,0-7-2
13692,1-3-1
13693,0-7-0
13694,1-5-2
13695,1-7-3
13696,1-6-1
13697,1-8-0
13698,0-8-0
13699,0-5-0
13700,0-8-4
13701,0-8-0
13702,1-5-2
13703,1-5-4
13704,1-9-0
13705,0-9-2
13706,0-7-2
13707,1-8-0
13708,0-3-1
13709,1-5-3
13710,1-8-3
13711,1-8-3
13712,1-8-0
13713,1-8-2
13714,1-3-0
13715,0-4-2
13716,0-7-0
13717,0-6-3
13718,1-8-1
13719,1-8-2
13720,0-6-1
13721,1-4-3
13722,0-9-3
13723,0-8-0
13724,0-3-1
13725,0-8-1
13726,1-8-2
13727,1-7-2
13728,0-8-2
13729,0-8-2
13730,0-8-1
13731,1-3-3
13732,0-8-1
13733,0-8-2
13734,1-7-2
13735,1-8-4
13736,1-8-2
13737,1-7-1
13738,1-7-1
13739,1-8-3
13740,1-8-4
13741,0-7-1
13742,1-5-0
13743,0-8-0
13744,0-4-4
13745,1-3-3
13746,1-7-3
13747,1-8-4
13748,1-8-3
13749,0-7-1
13750,1-7-0
13751,0-3-2
13752,1-9-3
13753,1-8-4
13754,0-5-1
13755,1-8-1
13756,0-5-2
13757,1-9-0
13758,1-8-0
13759,0-8-3
13760,0-9-3
13761,0-8-3
13762,1-8-3
13763,1-8-1
13764,1-7-2
13765,1-8-0
13766,1-8-1
13767,0-9-0
13768,0-7-0
13769,1-5-2
13770,0-5-0
13771,1-3-0
13772,0-8-3
13773,1-5-3
13774,0-8-4
13775,0-7-4
13776,0-5-1
13777,0-3-1
13778,0-5-0
13779,0-9-3
13780,0-8-2
13781,0-3-0
13782,0-7-1
13783,1-6-3
13784,0-8-1
13785,1-5-0
13786,0-9-2
13787,1-6-1
13788,0-7-0
13789,0-4-2
13790,0-5-3
13791,0-8-2
13792,1-8-4
13793,0-7-2
13794,0-6-2
13795,1-7-1
13796,1-7-1
13797,1-9-3
13798,0-5-1
13799,0-7-0
13800,1-8-0
13801,1-5-2
13802,1-7-2
13803,0-5-2
13804,1-7-1
13805,1-8-1
13806,0-5-2
13807,0-7-0
13808,0-8-4
13809,1-8-4
13810,0-8-2
13811,0-9-1
13812,1-8-1
13813,0-7-1
13814,1-9-2
13815,1-5-0
13816,1-8-3
13817,0-9-4
13818,1-5-0
13819,1-0-1
13820,0-8-2
13821,1-8-4
13822,0-5-1
13823,1-3-4
13824,1-8-4
13825,0-7-0
13826,0-8-3
13827,1-8-1
13828,0-7-4
13829,1-5-3
13830,1-8-1
13831,0-8-2
13832,1-8-1
13833,0-7-3
13834,0-9-1
13835,0-8-2
13836,1-7-4
13837,0-7-4
13838,1-3-1
13839,1-1-1
13840,1-7-4
13841,0-5-2
13842,1-8-3
13843,1-4-3
13844,1-4-3
13845,0-8-3
13846,1-5-4
13847,1-8-1
13848,0-9-2
13849,1-7-4
13850,1-9-1
13851,0-4-1
13852,1-7-1
13853,0-7-1
13854,0-5-0
13855,0-5-3
13856,1-5-4
13857,0-8-0
13858,1-5-1
13859,1-5-2
13860,1-7-0
13861,1-7-1
13862,0-9-1
13863,1-9-0
13864,0-8-0
13865,1-8-4
13866,0-8-3
13867,1-7-1
13868,1-7-3
13869,1-5-2
13870,0-9-1
13871,0-3-2
13872,0-8-2
13873,0-7-3
13874,1-8-1
13875,1-3-4
13876,0-3-1
13877,0-5-1
13878,0-9-0
13879,1-7-0
13880,0-7-1
13881,0-9-2
13882,1-9-1
13883,0-8-3
13884,0-8-4
13885,0-8-4
13886,1-8-1
13887,1-8-1
13888,0-8-4
13889,1-6-2
13890,1-9-2
13891,0-3-2
13892,1-8-0
13893,0-7-1
13894,1-8-1
13895,1-9-4
13896,1-7-4
13897,1-5-1
13898,0-6-3
13899,1-9-4
13900,1-3-0
13901,0-8-2
13902,1-8-0
13903,1-5-0
13904,1-8-0
13905,0-8-4
13906,1-8-3
13907,1-8-3
13908,1-7-1
13909,0-6-0
13910,1-5-1
13911,1-8-3
13912,0-7-0
13913,1-8-1
13914,1-5-2
13915,0-7-3
13916,0-9-3
13917,1-5-1
13918,0-7-1
13919,1-8-3
13920,1-3-0
13921,0-8-4
13922,0-6-1
13923,0-3-3
13924,0-7-2
13925,0-5-1
13926,0-7-2
13927,0-7-0
13928,0-8-2
13929,1-8-0
13930,1-8-1
13931,0-8-3
13932,1-8-1
13933,1-8-1
13934,1-6-4
13935,1-9-2
13936,0-9-2
13937,1-8-2
13938,1-8-2
13939,0-5-3
13940,0-8-3
13941,0-5-1
13942,0-8-3
13943,0-5-3
13944,1-8-1
13945,1-5-1
13946,0-8-0
13947,1-8-2
13948,0-8-2
13949,0-7-1
13950,1-8-3
13951,1-8-0
13952,0-2-3
13953,0-8-4
13954,1-7-2
13955,1-4-1
13956,1-8-4
13957,0-9-1
13958,1-8-1
13959,1-8-2
13960,0-7-0
13961,1-8-4
13962,0-8-1
13963,1-8-1
13964,0-8-1
13965,0-9-1
13966,0-7-2
13967,0-7-3
13968,1-8-1
13969,0-4-0
13970,1-8-0
13971,1-8-3
13972,1-7-1
13973,1-8-2
13974,0-6-1
13975,1-7-4
13976,1-9-2
13977,1-7-1
13978,1-7-3
13979,1-8-3
13980,0-9-1
13981,1-5-1
13982,0-8-4
13983,0-8-3
13984,0-9-1
13985,0-7-1
13986,0-7-4
13987,0-8-4
13988,0-2-3
13989,0-8-2
13990,1-7-2
13991,0-7-0
13992,1-6-1
13993,1-8-0
13994,0-9-0
13995,1-7-2
13996,1-7-2
13997,0-9-0
13998,0-4-2
13999,1-9-0
14000,1-5-3
14001,0-8-4
14002,1-7-2
14003,0-5-2
14004,1-9-0
14005,1-5-4
14006,1-8-0
14007,0-7-2
14008,1-9-3
14009,0-4-1
14010,0-7-4
14011,0-5-4
14012,1-9-0
14013,1-8-1
14014,0-5-4
14015,0-5-3
14016,0-5-1
14017,1-8-3
14018,1-7-0
14019,0-3-4
14020,0-8-4
14021,1-8-4
14022,0-2-0
14023,0-8-2
14024,0-4-3
14025,0-6-4
14026,0-7-3
14027,0-8-2
14028,0-8-2
14029,0-9-0
14030,0-8-2
14031,1-7-4
14032,0-7-3
14033,0-7-2
14034,0-8-1
14035,1-8-0
14036,1-8-1
14037,1-5-3
14038,0-8-1
14039,1-5-0
14040,0-8-0
14041,1-2-3
14042,1-8-1
14043,1-7-1
14044,1-5-0
14045,0-8-2
14046,1-8-1
14047,1-6-0
14048,0-6-3
14049,1-9-2
14050,1-8-2
14051,0-3-1
14052,0-9-3
14053,0-7-2
14054,0-7-1
14055,1-7-1
14056,0-7-1
14057,1-9-3
14058,1-8-1
14059,0-6-3
14060,1-8-0
14061,1-8-0
14062,1-9-4
14063,1-9-3
14064,0-4-2
14065,1-5-4
14066,1-8-0
14067,1-3-1
14068,1-8-3
14069,0-7-0
14070,0-9-1
14071,1-9-2
14072,0-8-3
14073,1-4-3
14074,0-8-1
14075,0-6-1
14076,0-6-4
14077,0-5-1
14078,0-7-1
14079,1-8-4
14080,1-8-0
14081,0-6-1
14082,0-9-3
14083,1-9-2
14084,0-8-3
14085,1-5-2
14086,1-9-4
14087,1-6-1
14088,0-7-0
14089,0-7-1
14090,0-9-4
14091,1-7-0
14092,1-8-1
14093,0-7-4
14094,1-7-4
14095,1-7-0
14096,1-8-2
14097,0-7-0
14098,1-7-3
14099,1-6-0
14100,0-8-3
14101,0-8-4
14102,0-8-2
14103,1-8-2
14104,0-8-3
14105,0-8-0
14106,1-8-1
14107,1-3-3
14108,0-8-2
14109,1-9-2
14110,1-6-1
14111,0-7-2
14112,1-8-2
14113,0-8-2
14114,1-3-4
14115,0-8-0
14116,0-8-1
14117,1-8-0
14118,0-8-4
14119,1-8-0
14120,0-7-0
14121,0-8-4
14122,1-8-4
14123,0-7-2
14124,1-9-2
14125,1-5-1
14126,0-9-0
14127,0-6-0
14128,0-5-0
14129,1-8-1
14130,1-5-0
14131,0-7-4
14132,1-8-1
14133,1-8-3
14134,1-5-2
14135,0-7-2
14136,0-5-3
14137,1-8-1
14138,1-9-0
14139,1-8-0
14140,0-8-1
14141,0-8-3
14142,0-8-0
14143,0-4-0
14144,0-8-0
14145,0-8-4
14146,0-5-4
14147,1-8-0
14148,0-6-2
14149,1-9-1
14150,0-7-2
14151,0-6-3
14152,0-8-0
14153,0-8-3
14154,1-7-1
14155,1-8-2
14156,1-5-3
14157,1-4-1
14158,0-3-0
14159,1-6-1
14160,0-7-3
14161,0-8-3
14162,0-7-0
14163,1-8-4
14164,0-8-3
14165,0-9-2
14166,1-8-1
14167,1-7-3
14168,1-5-3
14169,0-8-0
14170,1-7-4
14171,0-8-2
14172,0-7-0
14173,0-8-4
14174,1-5-1
14175,1-4-2
14176,0-3-1
14177,1-9-2
14178,1-9-3
14179,0-5-3
14180,0-9-0
14181,0-7-4
14182,0-7-3
14183,1-3-1
14184,0-7-1
14185,1-9-0
14186,0-8-4
14187,1-7-3
14188,0-4-1
14189,0-7-3
14190,1-8-1
14191,0-8-4
14192,0-9-3
14193,0-8-2
14194,0-7-3
14195,0-8-3
14196,1-9-2
14197,1-3-0
14198,0-5-2
14199,0-8-4
14200,0-8-1
14201,0-5-1
14202,1-8-3
14203,1-8-2
14204,0-7-1
14205,0-7-2
14206,1-8-2
14207,0-3-4
14208,1-8-1
14209,1-7-0
14210,0-4-2
14211,1-8-3
14212,1-7-0
14213,0-8-4
14214,0-8-2
14215,0-9-3
14216,1-5-3
14217,0-7-0
14218,1-8-3
14219,0-8-2
14220,1-6-4
14221,1-8-4
14222,1-7-3
14223,0-8-1
14224,1-4-1
14225,0-9-0
14226,1-7-4
14227,0-9-4
14228,0-5-2
14229,0-9-1
14230,1-8-0
14231,0-8-4
14232,1-7-4
14233,0-5-1
14234,1-5-2
14235,0-8-2
14236,0-9-1
14237,0-7-3
14238,1-8-4
14239,0-9-1
14240,0-9-1
14241,0-9-2
14242,0-6-1
14243,1-7-1
14244,1-9-1
14245,1-8-2
14246,1-6-0
14247,0-7-3
14248,0-6-4
14249,0-7-4
14250,1-7-0
14251,1-9-1
14252,1-5-4
14253,1-6-2
14254,1-7-0
14255,1-5-3
14256,1-8-4
14257,0-9-3
14258,1-9-1
14259,1-4-3
14260,0-8-0
14261,1-5-4
14262,0-7-2
14263,1-8-3
14264,0-6-0
14265,1-8-4
14266,0-5-1
14267,0-9-0
14268,0-7-3
14269,1-8-2
14270,0-9-4
14271,0-8-2
14272,1-7-0
14273,0-8-4
14274,1-8-0
14275,1-8-1
14276,0-8-0
14277,0-7-1
14278,1-3-0
14279,0-8-4
14280,0-3-4
14281,0-5-0
14282,1-8-0
14283,0-5-2
14284,1-8-3
14285,1-5-3
14286,0-8-1
14287,0-7-0
14288,1-2-2
14289,0-7-0
14290,0-4-3
14291,1-8-4
14292,1-5-1
14293,0-7-2
14294,0-9-2
14295,0-8-0
14296,1-8-0
14297,0-5-2
14298,0-5-4
14299,0-9-2
14300,1-9-4
14301,1-5-0
14302,1-9-3
14303,1-6-2
14304,1-6-4
14305,1-8-2
14306,0-8-0
14307,0-8-2
14308,0-9-0
14309,1-8-0
14310,0-3-3
14311,0-8-1
14312,0-7-3
14313,1-8-2
14314,1-8-2
14315,0-8-3
14316,1-4-0
14317,1-8-2
14318,0-8-1
14319,0-8-0
14320,0-7-3
14321,1-7-0
14322,0-9-1
14323,0-7-4
14324,0-7-3
14325,1-4-2
14326,0-9-1
14327,1-6-0
14328,0-7-2
14329,1-5-3
14330,1-8-1
14331,1-9-2
14332,1-8-1
14333,1-5-0
14334,0-7-3
14335,0-8-3
14336,0-9-4
14337,1-5-3
14338,1-5-2
14339,1-8-0
14340,0-7-4
14341,0-8-2
14342,1-6-4
14343,1-7-1
14344,1-8-0
14345,0-7-0
14346,1-9-2
14347,1-7-2
14348,0-8-2
14349,1-3-2
14350,0-8-0
14351,0-7-3
14352,0-8-2
14353,0-8-3
14354,0-6-0
14355,0-8-3
14356,1-5-2
14357,1-6-1
14358,0-7-1
14359,1-5-2
14360,1-9-4
14361,1-8-4
14362,0-9-0
14363,1-9-0
14364,1-8-4
14365,0-9-1
14366,1-7-3
14367,1-4-3
14368,1-8-2
14369,0-8-1
14370,1-9-1
14371,1-8-3
14372,1-6-1
14373,1-9-3
14374,1-8-3
14375,0-4-4
14376,0-9-4
14377,0-3-4
14378,0-8-2
14379,0-9-0
14380,1-8-1
14381,1-8-2
14382,1-8-1
14383,1-9-1
14384,0-7-1
14385,1-3-4
14386,1-9-2
14387,0-7-1
14388,1-9-1
14389,1-5-2
14390,1-8-4
14391,1-8-0
14392,1-9-1
14393,1-8-4
14394,1-7-2
14395,0-8-0
14396,0-8-2
14397,1-9-1
14398,1-7-2
14399,1-6-3
14400,1-8-2
14401,0-8-1
14402,0-5-4
14403,1-8-4
14404,0-5-4
14405,0-9-3
14406,0-8-1
14407,1-8-1
14408,1-9-3
14409,0-9-4
14410,1-5-3
14411,0-6-2
14412,1-8-0
14413,1-8-2
14414,0-8-0
14415,1-9-3
14416,0-8-2
14417,0-9-1
14418,0-7-2
14419,0-8-1
14420,1-8-2
14421,0-8-3
14422,1-8-3
14423,1-3-1
14424,1-8-2
14425,1-8-3
14426,1-8-2
14427,1-5-1
14428,0-5-3
14429,0-7-0
14430,1-8-0
14431,0-4-1
14432,1-8-2
14433,1-7-1
14434,1-8-0
14435,1-8-3
14436,0-9-3
14437,0-7-3
14438,0-8-0
14439,0-4-3
14440,1-5-3
14441,1-9-3
14442,0-8-2
14443,0-8-0
14444,1-7-0
14445,1-5-1
14446,1-9-0
14447,0-8-4
14448,1-8-3
14449,0-8-4
14450,0-8-4
14451,0-8-1
14452,0-8-4
14453,1-3-2
14454,1-8-4
14455,1-8-1
14456,1-8-1
14457,1-7-4
14458,1-2-1
14459,1-7-3
14460,0-3-0
14461,0-5-0
14462,0-7-2
14463,0-8-2
14464,0-5-3
14465,1-4-2
14466,1-6-4
14467,0-8-4
14468,1-7-3
14469,1-7-2
14470,0-6-3
14471,1-8-4
14472,0-8-1
14473,1-5-0
14474,0-8-0
14475,0-5-1
14476,1-9-0
14477,1-9-1
14478,0-8-0
14479,0-7-1
14480,0-9-4
14481,1-7-0
14482,1-5-2
14483,0-8-4
14484,0-9-2
14485,1-7-3
14486,1-5-4
14487,0-8-1
14488,1-4-4
14489,1-7-0
14490,1-7-0
14491,1-8-2
14492,1-8-4
14493,1-8-4
14494,1-8-2
14495,1-5-2
14496,1-6-0
14497,0-8-0
14498,1-7-4
14499,1-8-0
14500,1-7-4
14501,1-8-3
14502,1-8-3
14503,1-9-1
14504,1-8-0
14505,0-8-1
14506,0-7-1
14507,0-8-2
14508,0-7-0
14509,1-8-3
14510,1-9-3
14511,1-8-0
14512,0-6-3
14513,1-8-2
14514,1-7-0
14515,1-8-1
14516,0-8-3
14517,1-8-0
14518,1-8-1
14519,1-8-3
14520,0-5-4
14521,1-8-2
14522,1-7-1
14523,1-8-2
14524,1-9-3
14525,0-5-3
14526,1-8-4
14527,0-7-0
14528,1-8-4
14529,0-8-0
14530,0-8-0
14531,0-8-3
14532,0-8-1
14533,0-9-1
14534,0-8-0
14535,0-9-2
14536,0-8-2
14537,0-8-3
14538,0-8-0
14539,1-8-1
14540,0-8-1
14541,1-9-1
14542,1-9-1
14543,1-9-4
14544,1-7-3
14545,0-8-4
14546,0-6-1
14547,0-8-2
14548,1-8-3
14549,0-5-3
14550,1-5-1
14551,0-8-3
14552,0-7-3
14553,0-8-1
14554,1-9-4
14555,1-9-1
14556,1-8-0
14557,1-9-0
14558,0-5-0
14559,0-5-4
14560,0-8-2
14561,0-8-3
14562,1-8-0
14563,0-7-2
14564,0-8-0
14565,1-3-4
14566,0-8-4
14567,1-6-2
14568,0-7-2
14569,0-9-2
14570,0-7-3
14571,0-5-3
14572,0-7-3
14573,0-9-1
14574,1-8-4
14575,1-9-0
14576,1-3-1
14577,1-8-3
14578,1-8-1
14579,1-8-2
14580,0-8-0
14581,0-5-3
14582,1-6-1
14583,0-7-1
14584,1-8-3
14585,0-8-0
14586,1-8-0
14587,0-8-1
14588,1-7-1
14589,1-5-3
14590,1-8-1
14591,0-8-2
14592,1-9-1
14593,0-9-1
14594,1-9-0
14595,1-9-1
14596,0-7-2
14597,0-8-0
14598,0-9-0
14599,1-8-3
14600,0-8-4
14601,1-5-3
14602,1-8-1
14603,0-7-1
14604,0-8-3
14605,1-8-1
14606,0-7-2
14607,1-8-1
14608,1-8-0
14609,1-8-1
14610,1-8-1
14611,1-8-1
14612,1-9-0
14613,1-8-3
14614,1-7-1
14615,0-8-3
14616,0-8-3
14617,1-8-0
14618,0-5-0
14619,0-7-4
14620,0-8-1
14621,1-9-0
14622,0-7-0
14623,0-6-2
14624,1-4-1
14625,0-8-0
14626,1-8-2
14627,1-4-1
14628,1-8-0
14629,0-5-2
14630,1-8-3
14631,0-8-0
14632,1-8-3
14633,1-7-2
14634,0-9-2
14635,0-8-3
14636,1-8-1
14637,1-5-0
14638,1-8-0
14639,1-6-1
14640,1-8-2
14641,0-5-3
14642,1-4-4
14643,0-6-0
14644,0-9-3
14645,1-8-3
14646,1-7-1
14647,0-6-3
14648,1-8-0
14649,0-7-3
14650,0-5-1
14651,0-8-3
14652,0-8-1
14653,1-8-3
14654,1-7-1
14655,0-8-2
14656,0-5-4
14657,0-8-3
14658,1-4-0
14659,0-8-1
14660,1-8-4
14661,0-7-2
14662,0-9-1
14663,0-8-4
14664,1-9-4
14665,0-8-2
14666,1-5-4
14667,1-7-3
14668,0-8-1
14669,1-8-2
14670,0-7-3
14671,0-7-1
14672,1-3-4
14673,1-3-3
14674,0-8-4
14675,0-8-1
14676,0-8-1
14677,0-8-4
14678,0-8-0
14679,0-8-4
14680,1-6-2
14681,0-9-1
14682,0-8-3
14683,1-8-2
14684,0-4-3
14685,0-9-1
14686,1-5-3
14687,1-8-0
14688,0-8-1
14689,1-5-3
14690,1-8-4
14691,0-5-2
14692,0-8-2
14693,1-9-3
14694,1-7-3
14695,1-6-4
14696,0-5-1
14697,0-7-1
14698,1-7-4
14699,0-8-3
14700,0-8-1
14701,1-9-4
14702,1-9-2
14703,0-7-2
14704,1-8-1
14705,0-5-3
14706,1-5-2
14707,0-8-2
14708,0-8-3
14709,1-8-3
14710,1-5-3
14711,0-8-3
14712,1-5-0
14713,1-8-4
14714,1-7-0
14715,0-7-2
14716,0-8-2
14717,0-9-2
14718,0-8-4
14719,0-8-1
14720,0-8-0
14721,0-8-0
14722,1-8-2
14723,1-8-1
14724,0-8-3
14725,1-8-0
14726,1-8-1
14727,0-7-3
14728,0-8-1
14729,0-8-2
14730,0-8-0
14731,0-8-4
14732,1-8-1
14733,1-8-4
14734,1-7-3
14735,0-8-4
14736,1-8-4
14737,0-8-2
14738,0-8-1
14739,0-8-0
14740,1-8-4
14741,1-8-1
14742,1-8-2
14743,0-8-1
14744,0-9-1
14745,0-7-2
14746,1-8-3
14747,1-8-3
14748,0-5-0
14749,1-5-2
14750,0-7-3
14751,1-8-2
14752,1-8-0
14753,1-8-4
14754,1-9-0
14755,1-5-1
14756,1-7-0
14757,0-8-2
14758,0-8-4
14759,0-5-3
14760,0-6-4
14761,0-9-4
14762,0-5-1
14763,1-8-0
14764,0-8-3
14765,1-8-4
14766,1-7-2
14767,0-9-3
14768,0-7-1
14769,1-9-3
14770,1-8-3
14771,0-8-3
14772,1-7-3
14773,1-8-1
14774,1-8-0
14775,1-7-2
14776,0-5-4
14777,0-7-1
14778,0-9-1
14779,1-8-4
14780,0-8-2
14781,0-8-3
14782,0-7-2
14783,0-9-0
14784,1-9-4
14785,0-8-1
14786,1-9-0
14787,1-5-4
14788,0-8-2
14789,0-3-3
14790,1-8-3
14791,0-8-1
14792,1-7-4
14793,1-9-3
14794,0-7-0
14795,0-8-1
14796,0-5-0
14797,1-8-3
14798,1-8-3
14799,0-5-4
14800,0-8-0
14801,1-6-2
14802,0-8-1
14803,1-9-2
14804,1-8-2
14805,0-7-3
14806,0-7-4
14807,1-8-0
14808,1-8-4
14809,0-8-1
14810,0-9-4
14811,1-8-3
14812,0-8-4
14813,1-7-3
14814,1-9-4
14815,0-5-2
14816,0-8-0
14817,0-8-0
14818,0-9-0
14819,0-8-2
14820,1-8-3
14821,0-8-1
14822,0-8-1
14823,0-8-0
14824,1-8-2
14825,1-7-3
14826,1-5-2
14827,0-9-0
14828,0-8-0
14829,1-9-4
14830,0-9-3
14831,1-7-1
14832,1-8-3
14833,0-9-1
14834,0-8-4
14835,0-8-3
14836,1-8-4
14837,1-6-4
14838,0-9-4
14839,1-9-0
14840,0-9-4
14841,1-7-1
14842,0-3-2
14843,1-5-3
14844,0-8-4
14845,0-9-2
14846,1-5-1
14847,0-7-3
14848,1-8-2
14849,1-8-3
14850,1-8-0
14851,0-8-0
14852,0-8-3
14853,1-8-0
14854,0-8-1
14855,1-8-0
14856,0-7-2
14857,1-3-0
14858,0-8-3
14859,1-8-1
14860,0-3-2
14861,0-8-3
14862,0-8-2
14863,1-5-3
14864,1-9-1
14865,0-9-1
14866,1-9-3
14867,1-8-2
14868,1-9-4
14869,1-8-2
14870,0-9-3
14871,0-9-0
14872,0-8-2
14873,1-3-3
14874,0-8-2
14875,1-8-1
14876,1-4-3
14877,0-5-3
14878,0-3-1
14879,1-5-3
14880,0-8-4
14881,1-8-4
14882,1-7-2
14883,0-8-1
14884,1-4-2
14885,0-4-1
14886,0-7-1
14887,0-4-1
14888,0-8-2
14889,1-7-4
14890,1-8-1
14891,0-8-0
14892,0-9-4
14893,1-7-0
14894,0-8-1
14895,1-8-1
14896,1-4-0
14897,0-8-4
14898,1-9-1
14899,0-8-0
14900,1-8-2
14901,1-8-4
14902,0-8-0
14903,1-7-0
14904,0-7-2
14905,1-3-2
14906,1-8-4
14907,0-8-4
14908,1-8-4
14909,1-5-2
14910,1-9-4
14911,1-7-0
14912,0-8-1
14913,0-8-0
14914,1-7-0
14915,0-7-1
14916,0-7-3
14917,1-7-3
14918,0-8-3
14919,1-7-3
14920,0-9-4
14921,0-7-1
14922,0-8-4
14923,0-9-0
14924,1-7-2
14925,0-8-0
14926,1-9-0
14927,1-8-2
14928,1-5-3
14929,0-8-0
14930,1-7-0
14931,0-8-2
14932,0-8-4
14933,1-9-2
14934,0-9-4
14935,0-2-0
14936,0-7-2
14937,1-7-2
14938,0-8-3
14939,0-5-4
14940,1-8-2
14941,1-7-0
14942,1-8-4
14943,1-9-2
14944,1-8-0
14945,0-9-3
14946,0-9-0
14947,0-8-4
14948,1-9-4
14949,0-8-2
14950,0-8-2
14951,0-8-0
14952,1-5-3
14953,0-3-3
14954,1-8-0
14955,1-5-0
14956,1-8-1
14957,0-8-3
14958,0-9-2
14959,0-9-1
14960,1-7-0
14961,1-6-1
14962,1-6-2
14963,0-6-4
14964,0-8-1
14965,1-8-2
14966,0-7-4
14967,1-8-2
14968,0-4-3
14969,1-8-4
14970,0-8-0
14971,0-7-1
14972,0-7-1
14973,0-8-1
14974,1-8-2
14975,0-8-0
14976,0-5-2
14977,1-8-2
14978,0-6-3
14979,1-9-1
14980,0-7-4
14981,0-8-3
14982,0-7-0
14983,0-7-2
14984,0-7-3
14985,0-5-2
14986,1-8-2
14987,0-7-4
14988,1-8-0
14989,1-3-1
14990,1-8-3
14991,1-8-4
14992,1-8-2
14993,1-8-1
14994,1-8-2
14995,1-8-1
14996,1-8-1
14997,1-8-4
14998,1-7-1
14999,0-8-4
15000,1-8-0
15001,1-8-1
15002,1-8-2
15003,0-7-3
15004,0-7-2
15005,0-8-2
15006,1-8-4
15007,1-9-1
15008,1-4-4
15009,1-8-4
15010,1-8-3
15011,1-8-2
15012,1-5-3
15013,0-9-1
15014,0-9-0
15015,1-6-3
15016,0-5-0
15017,0-3-2
15018,1-7-4
15019,1-3-3
15020,0-8-1
15021,0-8-3
15022,0-7-3
15023,0-9-2
15024,1-9-3
15025,1-5-2
15026,1-8-3
15027,0-5-0
15028,1-4-0
15029,1-5-4
15030,0-8-3
15031,1-5-2
15032,1-5-3
15033,1-8-1
15034,1-8-1
15035,0-8-0
15036,1-7-0
15037,1-8-0
15038,0-9-4
15039,0-9-0
15040,1-8-0
15041,1-8-0
15042,1-7-4
15043,1-9-2
15044,0-7-0
15045,0-7-2
15046,0-8-2
15047,1-3-0
15048,1-8-2
15049,1-6-3
15050,0-4-2
15051,0-8-2
15052,0-8-2
15053,0-7-3
15054,1-7-2
15055,1-7-1
15056,0-9-2
15057,1-5-1
15058,0-9-3
15059,1-7-3
