id,verdict
18076,"STANCE:insufficient | EVIDENCE_IDS:2,3,4,5 | CONFIDENCE:low"
10929,"STANCE:support | EVIDENCE_IDS:2,3,6,7 | CONFIDENCE:medium"
10868,"STANCE:insufficient | EVIDENCE_IDS:1,2,4,7 | CONFIDENCE:low"
2916,"STANCE:support | EVIDENCE_IDS:5,6,7,11,12 | CONFIDENCE:medium"
7789,"STANCE:contradict | EVIDENCE_IDS:2,4,5,7 | CONFIDENCE:medium"
15162,"STANCE:insufficient | EVIDENCE_IDS:1,2,5,6,7,9 | CONFIDENCE:low"
7437,"STANCE:contradict | EVIDENCE_IDS:1,4,5,9,12 | CONFIDENCE:low"
3685,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,6,12 | CONFIDENCE:low"
2319,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
727,"STANCE:contradict | EVIDENCE_IDS:2,5,6,11 | CONFIDENCE:medium"
5408,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
15874,"STANCE:contradict | EVIDENCE_IDS:2,8,9 | CONFIDENCE:low"
19915,"STANCE:contradict | EVIDENCE_IDS:1,3,6,9,10,11 | CONFIDENCE:low"
13907,"STANCE:support | EVIDENCE_IDS:1,3,5,7,8,10 | CONFIDENCE:medium"
13747,"STANCE:contradict | EVIDENCE_IDS:1,3,5,6,9 | CONFIDENCE:low"
5486,"STANCE:support | EVIDENCE_IDS:5,6,8,9,10 | CONFIDENCE:low"
19201,"STANCE:insufficient | EVIDENCE_IDS:1,2,5,7,8,9,11,12 | CONFIDENCE:low"
9851,"STANCE:insufficient | EVIDENCE_IDS:1,2,4,6,7,8,11,12 | CONFIDENCE:low"
12087,"STANCE:contradict | EVIDENCE_IDS:3,7,8,9,10,13 | CONFIDENCE:medium"
7729,"STANCE:contradict | EVIDENCE_IDS:3,4,5,8 | CONFIDENCE:medium"
5260,"STANCE:contradict | EVIDENCE_IDS:4,5,7,8,9,10 | CONFIDENCE:low"
14352,"STANCE:support | EVIDENCE_IDS:1,2,5,7 | CONFIDENCE:high"
17043,"STANCE:contradict | EVIDENCE_IDS:2,3,4,7 | CONFIDENCE:medium"
7435,"STANCE:contradict | EVIDENCE_IDS:1,3,7,8,9 | CONFIDENCE:low"
19047,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
6367,"STANCE:contradict | EVIDENCE_IDS:1,5,6,9,10,11 | CONFIDENCE:high"
408,"STANCE:support | EVIDENCE_IDS:2,3,5,8,9,11,12 | CONFIDENCE:medium"
19440,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
12963,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,7,9 | CONFIDENCE:low"
19775,"STANCE:support | EVIDENCE_IDS:3,4,6,7,11,13 | CONFIDENCE:low"
2611,"STANCE:support | EVIDENCE_IDS:1,2,3,5,9 | CONFIDENCE:low"
16743,"STANCE:contradict | EVIDENCE_IDS:1,5,7,9,13 | CONFIDENCE:medium"
13971,"STANCE:contradict | EVIDENCE_IDS:1,2,3,8,10,13 | CONFIDENCE:low"
12763,"STANCE:support | EVIDENCE_IDS:5,6,7,10 | CONFIDENCE:medium"
9644,"STANCE:insufficient | EVIDENCE_IDS:1,2,5,6,8,10,13,15 | CONFIDENCE:low"
11411,"STANCE:support | EVIDENCE_IDS:3,4,6,7,9,10,11 | CONFIDENCE:low"
8613,"STANCE:contradict | EVIDENCE_IDS:1,2,4,5,8,11 | CONFIDENCE:medium"
8142,"STANCE:support | EVIDENCE_IDS:1,4,5,6,7,10,11,13 | CONFIDENCE:low"
12503,"STANCE:contradict | EVIDENCE_IDS:2,5,6,9 | CONFIDENCE:medium"
19786,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,10,12,13 | CONFIDENCE:medium"
7217,"STANCE:support | EVIDENCE_IDS:1,2,3,7 | CONFIDENCE:medium"
1255,"STANCE:contradict | EVIDENCE_IDS:2,7,8,11,12 | CONFIDENCE:medium"
5704,"STANCE:support | EVIDENCE_IDS:3,4,7,8,10 | CONFIDENCE:medium"
4234,"STANCE:support | EVIDENCE_IDS:1,5,7,9,11,14 | CONFIDENCE:medium"
4680,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
5001,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
8639,"STANCE:support | EVIDENCE_IDS:1,3,6,7,9,10,13 | CONFIDENCE:medium"
10981,"STANCE:contradict | EVIDENCE_IDS:1,2,4,6,8,10 | CONFIDENCE:low"
9287,"STANCE:support | EVIDENCE_IDS:3,6,7,8,9,10,11 | CONFIDENCE:low"
10712,"STANCE:insufficient | EVIDENCE_IDS:4,7,8,9,10,11 | CONFIDENCE:low"
19285,"STANCE:insufficient | EVIDENCE_IDS:1,4,5,7,8,10 | CONFIDENCE:low"
10019,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
2779,"STANCE:support | EVIDENCE_IDS:1,2,3,6,9 | CONFIDENCE:low"
11336,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
8245,"STANCE:support | EVIDENCE_IDS:1,3,8,10 | CONFIDENCE:medium"
15576,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4 | CONFIDENCE:medium"
17141,"STANCE:contradict | EVIDENCE_IDS:5,7,8,9,10,13,14,15 | CONFIDENCE:low"
12638,"STANCE:contradict | EVIDENCE_IDS:1,5,7,8 | CONFIDENCE:medium"
14816,"STANCE:contradict | EVIDENCE_IDS:3,4,5,6,9,10,11,13 | CONFIDENCE:low"
4683,"STANCE:contradict | EVIDENCE_IDS:2,4,5,6,9 | CONFIDENCE:low"
17846,"STANCE:support | EVIDENCE_IDS:3,7,9,11 | CONFIDENCE:medium"
16919,"STANCE:contradict | EVIDENCE_IDS:1,5,6,7,9 | CONFIDENCE:low"
11022,"STANCE:contradict | EVIDENCE_IDS:1,2,11,12,13,14 | CONFIDENCE:high"
9351,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,6,11 | CONFIDENCE:medium"
5301,"STANCE:contradict | EVIDENCE_IDS:2,3,4,6,7,10 | CONFIDENCE:medium"
14392,"STANCE:contradict | EVIDENCE_IDS:3,4,6,8,13 | CONFIDENCE:medium"
1874,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
12502,"STANCE:support | EVIDENCE_IDS:1,2,3,4 | CONFIDENCE:high"
8170,"STANCE:contradict | EVIDENCE_IDS:1,2,4,5,7,10,13,14 | CONFIDENCE:low"
18925,"STANCE:support | EVIDENCE_IDS:2,3,5,6,9 | CONFIDENCE:low"
12578,"STANCE:support | EVIDENCE_IDS:1,4,5 | CONFIDENCE:low"
17500,"STANCE:contradict | EVIDENCE_IDS:3,4,6,10,12 | CONFIDENCE:medium"
9867,"STANCE:contradict | EVIDENCE_IDS:1,2,3,6 | CONFIDENCE:high"
17728,"STANCE:support | EVIDENCE_IDS:1,2,5,7 | CONFIDENCE:medium"
18898,"STANCE:support | EVIDENCE_IDS:1,3,5,6,7,11 | CONFIDENCE:high"
9698,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4 | CONFIDENCE:high"
4225,"STANCE:contradict | EVIDENCE_IDS:1,2,7,10,11 | CONFIDENCE:medium"
1903,"STANCE:insufficient | EVIDENCE_IDS:2,4,5,6,7,8,12,13 | CONFIDENCE:low"
14162,"STANCE:insufficient | EVIDENCE_IDS:2,5,6,7,8,11,12,14 | CONFIDENCE:low"
10437,"STANCE:support | EVIDENCE_IDS:4,5,6,8,9,13 | CONFIDENCE:medium"
3047,"STANCE:support | EVIDENCE_IDS:1,6,8,12 | CONFIDENCE:medium"
17761,"STANCE:contradict | EVIDENCE_IDS:2,8,9,10 | CONFIDENCE:medium"
12473,"STANCE:support | EVIDENCE_IDS:2,3,4,6,7 | CONFIDENCE:medium"
12733,"STANCE:contradict | EVIDENCE_IDS:6,7,8 | CONFIDENCE:low"
6315,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,6,7,11 | CONFIDENCE:high"
17223,"STANCE:support | EVIDENCE_IDS:1,3,4,5,6,10,13 | CONFIDENCE:medium"
11890,"STANCE:support | EVIDENCE_IDS:2,3,4,9,11 | CONFIDENCE:low"
6866,"STANCE:support | EVIDENCE_IDS:1,2,3,4,5 | CONFIDENCE:low"
14157,"STANCE:contradict | EVIDENCE_IDS:2,3,4,7,8,10 | CONFIDENCE:medium"
10672,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
6435,"STANCE:support | EVIDENCE_IDS:5,6,8,9 | CONFIDENCE:high"
15777,"STANCE:insufficient | EVIDENCE_IDS:1,2,4,6,8,10,12,15 | CONFIDENCE:low"
2497,"STANCE:contradict | EVIDENCE_IDS:2,4,6,7 | CONFIDENCE:high"
13260,"STANCE:support | EVIDENCE_IDS:2,5,6,7,9,11 | CONFIDENCE:low"
7962,"STANCE:contradict | EVIDENCE_IDS:1,4,6,8,13 | CONFIDENCE:low"
14556,"STANCE:support | EVIDENCE_IDS:3,5,6,8,10,14 | CONFIDENCE:low"
4782,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
12640,"STANCE:support | EVIDENCE_IDS:2,3,7,8,12,13 | CONFIDENCE:low"
13794,"STANCE:support | EVIDENCE_IDS:1,3,4,7,9,13 | CONFIDENCE:low"
13740,"STANCE:support | EVIDENCE_IDS:1,4,5,6,8,9,11,12 | CONFIDENCE:low"
6223,"STANCE:support | EVIDENCE_IDS:1,5,6,7,9,12,15 | CONFIDENCE:low"
10801,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
4391,"STANCE:contradict | EVIDENCE_IDS:2,3,4,5,7,10,11 | CONFIDENCE:high"
2903,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,9,12 | CONFIDENCE:medium"
8915,"STANCE:insufficient | EVIDENCE_IDS:2,3,4,6,9,10,12,15 | CONFIDENCE:low"
18031,"STANCE:contradict | EVIDENCE_IDS:1,2,8,10,11,12 | CONFIDENCE:low"
14427,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
14356,"STANCE:support | EVIDENCE_IDS:2,3,5,11,12,13,15 | CONFIDENCE:low"
9177,"STANCE:contradict | EVIDENCE_IDS:2,9,11,12 | CONFIDENCE:medium"
6382,"STANCE:support | EVIDENCE_IDS:4,6,7,9,14 | CONFIDENCE:low"
13321,"STANCE:insufficient | EVIDENCE_IDS:3,5,7,8 | CONFIDENCE:low"
12452,"STANCE:support | EVIDENCE_IDS:1,2,4,5,6,8 | CONFIDENCE:low"
15236,"STANCE:contradict | EVIDENCE_IDS:3,6,7,10,11 | CONFIDENCE:medium"
9221,"STANCE:support | EVIDENCE_IDS:1,4,10,11 | CONFIDENCE:medium"
2067,"STANCE:support | EVIDENCE_IDS:2,3,5,8,9,12,14 | CONFIDENCE:high"
15608,"STANCE:support | EVIDENCE_IDS:2,4,5,6 | CONFIDENCE:high"
16341,"STANCE:support | EVIDENCE_IDS:3,5,7,8,10 | CONFIDENCE:high"
10704,"STANCE:insufficient | EVIDENCE_IDS:1,5,8,11 | CONFIDENCE:low"
2769,"STANCE:contradict | EVIDENCE_IDS:2,6,7,8,9,10 | CONFIDENCE:medium"
18635,"STANCE:insufficient | EVIDENCE_IDS:1,3,4,5,7,10,12,13 | CONFIDENCE:low"
18599,"STANCE:insufficient | EVIDENCE_IDS:4,5,6,7 | CONFIDENCE:low"
2075,"STANCE:contradict | EVIDENCE_IDS:2,3,6,9,12,13 | CONFIDENCE:medium"
5679,"STANCE:support | EVIDENCE_IDS:1,2,4,8,10 | CONFIDENCE:low"
3465,"STANCE:contradict | EVIDENCE_IDS:2,3,4,11,12,14 | CONFIDENCE:high"
19544,"STANCE:support | EVIDENCE_IDS:3,4,11,12 | CONFIDENCE:medium"
6290,"STANCE:contradict | EVIDENCE_IDS:2,8,9 | CONFIDENCE:low"
8955,"STANCE:insufficient | EVIDENCE_IDS:2,3,5,6,8,9,11,13 | CONFIDENCE:low"
15846,"STANCE:support | EVIDENCE_IDS:1,6,7,8,9,10 | CONFIDENCE:low"
16921,"STANCE:insufficient | EVIDENCE_IDS:2,5,7,9,10,11 | CONFIDENCE:low"
11367,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
8879,"STANCE:contradict | EVIDENCE_IDS:2,4,6,7,8,11,14 | CONFIDENCE:high"
9248,"STANCE:support | EVIDENCE_IDS:1,2,5,6,10,11 | CONFIDENCE:medium"
2596,"STANCE:support | EVIDENCE_IDS:1,4,5,9,11 | CONFIDENCE:medium"
19246,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,6,7,8,11 | CONFIDENCE:low"
7719,"STANCE:contradict | EVIDENCE_IDS:3,4,5,6,10 | CONFIDENCE:low"
7380,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
4511,"STANCE:contradict | EVIDENCE_IDS:4,5,9,11,12,14 | CONFIDENCE:high"
17004,"STANCE:contradict | EVIDENCE_IDS:2,4,5,6,9,11,12 | CONFIDENCE:low"
14047,"STANCE:contradict | EVIDENCE_IDS:1,3,5,6,7,11 | CONFIDENCE:medium"
5892,"STANCE:contradict | EVIDENCE_IDS:2,3,5,8,9,13 | CONFIDENCE:low"
15171,"STANCE:insufficient | EVIDENCE_IDS:1,5,6,8,9,12 | CONFIDENCE:low"
18573,"STANCE:contradict | EVIDENCE_IDS:5,6,7 | CONFIDENCE:low"
683,"STANCE:insufficient | EVIDENCE_IDS:2,5,6,10,11,12 | CONFIDENCE:low"
11746,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
12420,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
6605,"STANCE:contradict | EVIDENCE_IDS:1,2,3,7,8 | CONFIDENCE:low"
11916,"STANCE:insufficient | EVIDENCE_IDS:5,6,9,10,11,12,13,14 | CONFIDENCE:low"
10856,"STANCE:support | EVIDENCE_IDS:1,2,4,5,9,10 | CONFIDENCE:medium"
11885,"STANCE:support | EVIDENCE_IDS:1,3,4,5,6,7,8,10 | CONFIDENCE:low"
16675,"STANCE:contradict | EVIDENCE_IDS:2,3,8,10,11,12 | CONFIDENCE:medium"
5863,"STANCE:contradict | EVIDENCE_IDS:1,6,8,9,11 | CONFIDENCE:high"
836,"STANCE:support | EVIDENCE_IDS:1,3,8,11,12 | CONFIDENCE:high"
13432,"STANCE:support | EVIDENCE_IDS:1,5,7,9,11,12 | CONFIDENCE:high"
14817,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
3914,"STANCE:contradict | EVIDENCE_IDS:1,4,7,8,10,12 | CONFIDENCE:medium"
17409,"STANCE:contradict | EVIDENCE_IDS:3,4,6,7,9,10 | CONFIDENCE:medium"
2578,"STANCE:contradict | EVIDENCE_IDS:2,3,4,6,7,8,10 | CONFIDENCE:low"
14855,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,8,9 | CONFIDENCE:low"
14052,"STANCE:support | EVIDENCE_IDS:5,6,10,11,12,14 | CONFIDENCE:low"
8234,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
11357,"STANCE:contradict | EVIDENCE_IDS:1,3,6,7,8,11 | CONFIDENCE:medium"
14979,"STANCE:support | EVIDENCE_IDS:4,5,7,9,10,11,12 | CONFIDENCE:medium"
15358,"STANCE:support | EVIDENCE_IDS:1,3,4,5,6,7,8 | CONFIDENCE:low"
13675,"STANCE:contradict | EVIDENCE_IDS:4,7,8,9 | CONFIDENCE:high"
10513,"STANCE:support | EVIDENCE_IDS:1,4,5,8,9,11 | CONFIDENCE:low"
4832,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,5,7,8,10 | CONFIDENCE:low"
3588,"STANCE:contradict | EVIDENCE_IDS:4,5,6,9,10,11 | CONFIDENCE:medium"
9994,"STANCE:contradict | EVIDENCE_IDS:2,4,7,9 | CONFIDENCE:medium"
8282,"STANCE:support | EVIDENCE_IDS:1,3,5,7,8,11,13 | CONFIDENCE:medium"
375,"STANCE:contradict | EVIDENCE_IDS:1,3,4 | CONFIDENCE:low"
8720,"STANCE:contradict | EVIDENCE_IDS:4,5,7,8,9,11 | CONFIDENCE:low"
2128,"STANCE:contradict | EVIDENCE_IDS:1,4,5,6,8,9,14 | CONFIDENCE:medium"
14847,"STANCE:contradict | EVIDENCE_IDS:1,4,10,12,13,14 | CONFIDENCE:high"
16698,"STANCE:support | EVIDENCE_IDS:4,6,7,10,11,12 | CONFIDENCE:high"
17465,"STANCE:support | EVIDENCE_IDS:4,6,8,10,12 | CONFIDENCE:low"
3143,"STANCE:support | EVIDENCE_IDS:1,3,4,5,9,10 | CONFIDENCE:medium"
9690,"STANCE:support | EVIDENCE_IDS:3,4,5,9,12 | CONFIDENCE:medium"
7915,"STANCE:support | EVIDENCE_IDS:1,3,4,5,7,9,10 | CONFIDENCE:medium"
16739,"STANCE:contradict | EVIDENCE_IDS:3,4,5,8,9,10 | CONFIDENCE:medium"
10764,"STANCE:support | EVIDENCE_IDS:3,5,6,8,9,11 | CONFIDENCE:low"
14980,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
12225,"STANCE:support | EVIDENCE_IDS:2,7,8,9,10,11 | CONFIDENCE:low"
19881,"STANCE:support | EVIDENCE_IDS:1,2,3,4,6,10 | CONFIDENCE:high"
5490,"STANCE:support | EVIDENCE_IDS:3,4,5,6,8,9,11,14 | CONFIDENCE:low"
10843,"STANCE:contradict | EVIDENCE_IDS:3,5,8,9,10,14 | CONFIDENCE:medium"
1487,"STANCE:support | EVIDENCE_IDS:6,7,8,9,12 | CONFIDENCE:low"
18219,"STANCE:contradict | EVIDENCE_IDS:2,4,5,6,8,10,11,12 | CONFIDENCE:low"
5833,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
19208,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,5,7,10 | CONFIDENCE:medium"
2051,"STANCE:support | EVIDENCE_IDS:1,5,6,7,8 | CONFIDENCE:medium"
10967,"STANCE:contradict | EVIDENCE_IDS:4,5,6,7,8 | CONFIDENCE:medium"
5864,"STANCE:contradict | EVIDENCE_IDS:1,2,4,5,10,14 | CONFIDENCE:high"
2032,"STANCE:contradict | EVIDENCE_IDS:2,3,4,5,6 | CONFIDENCE:low"
11641,"STANCE:support | EVIDENCE_IDS:1,3,4,5,8,12 | CONFIDENCE:high"
14489,"STANCE:support | EVIDENCE_IDS:3,4,5,7,9 | CONFIDENCE:medium"
1560,"STANCE:support | EVIDENCE_IDS:3,4,7,8 | CONFIDENCE:medium"
9069,"STANCE:support | EVIDENCE_IDS:3,6,7,8,13 | CONFIDENCE:low"
13918,"STANCE:support | EVIDENCE_IDS:2,4,6,8,9,10,12 | CONFIDENCE:medium"
16487,"STANCE:support | EVIDENCE_IDS:4,7,9 | CONFIDENCE:low"
1337,"STANCE:contradict | EVIDENCE_IDS:3,6,7,8 | CONFIDENCE:medium"
829,"STANCE:contradict | EVIDENCE_IDS:2,3,5,9,10,11 | CONFIDENCE:high"
15497,"STANCE:support | EVIDENCE_IDS:1,2,5,8,9,11,12 | CONFIDENCE:low"
10546,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
4020,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
6112,"STANCE:contradict | EVIDENCE_IDS:2,4,5,8,9,11 | CONFIDENCE:medium"
11915,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
17690,"STANCE:contradict | EVIDENCE_IDS:1,2,5,11 | CONFIDENCE:high"
15299,"STANCE:support | EVIDENCE_IDS:1,4,5,7,10,12,13 | CONFIDENCE:high"
5965,"STANCE:contradict | EVIDENCE_IDS:1,5,7,8 | CONFIDENCE:medium"
1247,"STANCE:contradict | EVIDENCE_IDS:3,4,6,14 | CONFIDENCE:medium"
5201,"STANCE:insufficient | EVIDENCE_IDS:1,2,3,4,6,7,9,10 | CONFIDENCE:low"
16786,"STANCE:contradict | EVIDENCE_IDS:4,5,6,7 | CONFIDENCE:medium"
8283,"STANCE:support | EVIDENCE_IDS:1,2,5,7,8,11 | CONFIDENCE:medium"
13248,"STANCE:support | EVIDENCE_IDS:1,3,5,6,7,8 | CONFIDENCE:medium"
2667,"STANCE:contradict | EVIDENCE_IDS:1,2,4,5,6,9,10 | CONFIDENCE:high"
6915,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
2063,"STANCE:contradict | EVIDENCE_IDS:2,8,9,13,14 | CONFIDENCE:high"
18688,"STANCE:support | EVIDENCE_IDS:2,3,5,7,11 | CONFIDENCE:low"
8270,"STANCE:support | EVIDENCE_IDS:1,4,5,8,9 | CONFIDENCE:medium"
11564,"STANCE:support | EVIDENCE_IDS:1,5,10,11,12 | CONFIDENCE:low"
19345,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
12540,"STANCE:support | EVIDENCE_IDS:1,2,3,5,12,13 | CONFIDENCE:medium"
1479,"STANCE:contradict | EVIDENCE_IDS:4,5,6,9 | CONFIDENCE:medium"
636,"STANCE:contradict | EVIDENCE_IDS:3,4,7,9,12 | CONFIDENCE:low"
13400,"STANCE:contradict | EVIDENCE_IDS:1,3,5,7,9,11 | CONFIDENCE:low"
2934,"STANCE:support | EVIDENCE_IDS:1,2,4,5,9 | CONFIDENCE:medium"
1856,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
1046,"STANCE:support | EVIDENCE_IDS:1,2,3,6,10 | CONFIDENCE:low"
9588,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
16809,"STANCE:insufficient | EVIDENCE_IDS:1,2,4,5,6,8,12,13 | CONFIDENCE:low"
11928,"STANCE:contradict | EVIDENCE_IDS:1,2,4,6,8,9 | CONFIDENCE:low"
19093,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
7583,"STANCE:contradict | EVIDENCE_IDS:1,6,7,8,10,12 | CONFIDENCE:low"
16491,"STANCE:contradict | EVIDENCE_IDS:2,4,6 | CONFIDENCE:low"
6217,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
6379,"STANCE:insufficient | EVIDENCE_IDS:2,3,6,7,8,9,10,14 | CONFIDENCE:low"
10987,"STANCE:contradict | EVIDENCE_IDS:1,3,6,7,13 | CONFIDENCE:low"
1299,"STANCE:support | EVIDENCE_IDS:1,2,7,11,13,14,15 | CONFIDENCE:medium"
8329,"STANCE:support | EVIDENCE_IDS:1,4,5,8,9,11 | CONFIDENCE:medium"
1415,"STANCE:contradict | EVIDENCE_IDS:2,3,7,8,12,13 | CONFIDENCE:medium"
12694,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
14721,"STANCE:insufficient | EVIDENCE_IDS:1,3,6,10 | CONFIDENCE:low"
12885,"STANCE:contradict | EVIDENCE_IDS:4,5,7,11,12,14 | CONFIDENCE:low"
15189,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
14755,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
2043,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
11026,"STANCE:contradict | EVIDENCE_IDS:1,2,4,7,8,9,11,15 | CONFIDENCE:low"
6273,"STANCE:insufficient | EVIDENCE_IDS:1,4,7,8 | CONFIDENCE:low"
15832,"STANCE:support | EVIDENCE_IDS:6,8,9,11 | CONFIDENCE:high"
3551,"STANCE:contradict | EVIDENCE_IDS:2,4,6,10,11,12 | CONFIDENCE:low"
5501,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,8,9,11 | CONFIDENCE:medium"
14289,"STANCE:contradict | EVIDENCE_IDS:1,2,4,5,7,10,12 | CONFIDENCE:high"
3160,"STANCE:contradict | EVIDENCE_IDS:1,2,4,6,7,8,9 | CONFIDENCE:high"
13545,"STANCE:support | EVIDENCE_IDS:2,3,5,8,9,10 | CONFIDENCE:medium"
12551,"STANCE:contradict | EVIDENCE_IDS:1,2,4,5,9 | CONFIDENCE:medium"
6530,"STANCE:contradict | EVIDENCE_IDS:1,3,4,5,7 | CONFIDENCE:low"
14280,"STANCE:support | EVIDENCE_IDS:3,5,7 | CONFIDENCE:low"
898,"STANCE:support | EVIDENCE_IDS:2,6,9,10,13 | CONFIDENCE:medium"
17917,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
13997,"STANCE:insufficient | EVIDENCE_IDS:1,4,9,10 | CONFIDENCE:low"
7243,"STANCE:contradict | EVIDENCE_IDS:1,2,6,10,11,12,13 | CONFIDENCE:medium"
10173,"STANCE:support | EVIDENCE_IDS:1,2,3,5,6,7,8 | CONFIDENCE:medium"
7197,"STANCE:contradict | EVIDENCE_IDS:1,3,4,9 | CONFIDENCE:medium"
6205,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,5,8,9,10 | CONFIDENCE:low"
6463,"STANCE:insufficient | EVIDENCE_IDS:2,10,11,12 | CONFIDENCE:low"
19925,"STANCE:contradict | EVIDENCE_IDS:2,4,7,8,11 | CONFIDENCE:low"
3316,"STANCE:support | EVIDENCE_IDS:1,3,5,6,7 | CONFIDENCE:medium"
13639,"STANCE:contradict | EVIDENCE_IDS:1,2,6,7,8 | CONFIDENCE:medium"
15431,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,7,10,12 | CONFIDENCE:low"
13345,"STANCE:support | EVIDENCE_IDS:3,4,7,9 | CONFIDENCE:medium"
12137,"STANCE:contradict | EVIDENCE_IDS:4,5,6,7,8,10,12 | CONFIDENCE:low"
11450,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,8,9 | CONFIDENCE:medium"
11813,"STANCE:contradict | EVIDENCE_IDS:2,3,4,6,7,8,9,10 | CONFIDENCE:low"
7093,"STANCE:contradict | EVIDENCE_IDS:1,3,6,8,10,11 | CONFIDENCE:low"
5562,"STANCE:insufficient | EVIDENCE_IDS:2,3,4,5,10,11,13,14 | CONFIDENCE:low"
7168,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
7647,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,8,9 | CONFIDENCE:low"
7547,"STANCE:insufficient | EVIDENCE_IDS:1,3,6,10 | CONFIDENCE:low"
12254,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
2698,"STANCE:insufficient | EVIDENCE_IDS:3,6,7,10 | CONFIDENCE:low"
5466,"STANCE:contradict | EVIDENCE_IDS:2,5,6,11 | CONFIDENCE:medium"
852,"STANCE:contradict | EVIDENCE_IDS:2,3,4,8 | CONFIDENCE:medium"
3696,"STANCE:support | EVIDENCE_IDS:1,4,8,9,10 | CONFIDENCE:low"
19461,"STANCE:contradict | EVIDENCE_IDS:1,3,4,8,9 | CONFIDENCE:high"
10350,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
18542,"STANCE:support | EVIDENCE_IDS:2,4,5,7 | CONFIDENCE:medium"
5585,"STANCE:support | EVIDENCE_IDS:2,4,5,9 | CONFIDENCE:medium"
10278,"STANCE:support | EVIDENCE_IDS:1,4,5,7,10,12 | CONFIDENCE:low"
6256,"STANCE:support | EVIDENCE_IDS:3,4,5,7,8,10 | CONFIDENCE:low"
11770,"STANCE:contradict | EVIDENCE_IDS:1,2,6,8,9,10 | CONFIDENCE:medium"
3438,"STANCE:insufficient | EVIDENCE_IDS:2,3,5,6,7,9,10,12 | CONFIDENCE:low"
14903,"STANCE:contradict | EVIDENCE_IDS:2,3,5,6,8,10 | CONFIDENCE:medium"
1024,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,6,8 | CONFIDENCE:low"
17018,"STANCE:contradict | EVIDENCE_IDS:2,5,6,7,8,9 | CONFIDENCE:low"
