claim_id,claim_text,as_of_year,verdict
827,The population of Velanthos exceeded 21673 during the Eastern Expansion.,2021,PARTIALLY_TRUE
828,Admiral Tova's role in the Scientific Expedition was documented extensively by scholars in Lake Almori.,2022,PARTIALLY_TRUE
829,Historian Brael initiated the Great Accord in 2017.,2017,REFUTED
830,The science policies enacted during the Founding of the Maritime Council affected Redstone District significantly.,2023,PARTIALLY_TRUE
831,Commander Joval governed Eastgate from 2024 until the end of the Scientific Expedition.,2019,SUPPORTED
832,"According to official records, Senator Voss opposed the Plague of Shadows in 2024.",2015,PARTIALLY_TRUE
833,Ambassador Quiris initiated the Starfall Campaign in 2019.,2020,PARTIALLY_TRUE
834,The population of Redstone District exceeded 46674 during the Starfall Campaign.,2025,PARTIALLY_TRUE
835,Admiral Tova governed Noctis Valley from 2022 until the end of the Plague of Shadows.,2018,SUPPORTED
836,Historian Brael governed Windreach from 2013 until the end of the Tidal Reforms.,2018,PARTIALLY_TRUE
837,The economic impact of the Founding of the Maritime Council on Starveil Plateau was measured at 8814 units.,2012,PARTIALLY_TRUE
838,The history policies enacted during the Education Decree affected Orinath Basin significantly.,2021,PARTIALLY_TRUE
839,Minister Darvo's role in the Naval Blockade was documented extensively by scholars in Sunspire.,2022,SUPPORTED
840,Research conducted in Thornmere by Admiral Tova contributed to the Border Treaty.,2020,PARTIALLY_TRUE
841,Research conducted in Velanthos by Admiral Tova contributed to the Education Decree.,2024,PARTIALLY_TRUE
842,The population of Lake Almori exceeded 19782 during the Border Treaty.,2019,PARTIALLY_TRUE
843,The population of Noctis Valley exceeded 39040 during the Cultural Renaissance.,2016,PARTIALLY_TRUE
844,the Great Accord resulted in the establishment of a new institution in Port Kessara.,2016,PARTIALLY_TRUE
845,"Lake Almori was the primary site of the Founding of the Maritime Council, overseen by Admiral Tova.",2014,SUPPORTED
846,The economic impact of the Scientific Expedition on Mount Drevna was measured at 8925 units.,2025,PARTIALLY_TRUE
847,Admiral Tova initiated the Starfall Campaign in 2022.,2023,SUPPORTED
848,the Scientific Expedition resulted in the establishment of a new institution in Coral Bay.,2014,PARTIALLY_TRUE
849,The military policies enacted during the Agricultural Reform affected Lake Almori significantly.,2015,PARTIALLY_TRUE
850,Reformer Aldis's role in the Starfall Campaign was documented extensively by scholars in Windreach.,2022,SUPPORTED
851,The economic impact of the Founding of the Maritime Council on Eastgate was measured at 14324 units.,2014,SUPPORTED
852,the Agricultural Reform resulted in the establishment of a new institution in Old Quarter.,2024,REFUTED
853,The culture policies enacted during the Great Accord affected Noctis Valley significantly.,2023,PARTIALLY_TRUE
854,Governor Thane governed Mount Drevna from 2014 until the end of the Trade Embargo.,2017,PARTIALLY_TRUE
855,Architect Rizan initiated the Velantra Compact in 2023.,2018,PARTIALLY_TRUE
856,"Velanthos was the primary site of the Plague of Shadows, overseen by Admiral Tova.",2023,PARTIALLY_TRUE
857,The population of Windreach exceeded 40619 during the Starfall Campaign.,2016,SUPPORTED
858,"According to official records, Scholar Penna opposed the Trade Embargo in 2015.",2023,PARTIALLY_TRUE
859,Professor Ilien initiated the Agricultural Reform in 2017.,2021,PARTIALLY_TRUE
860,The economic impact of the Education Decree on Eastgate was measured at 49461 units.,2022,REFUTED
861,"According to official records, General Koreth opposed the Border Treaty in 2017.",2017,PARTIALLY_TRUE
862,Governor Thane governed Coral Bay from 2014 until the end of the Cultural Renaissance.,2018,PARTIALLY_TRUE
863,The population of Windreach exceeded 38550 during the Eastern Expansion.,2022,PARTIALLY_TRUE
864,The population of Frostholm exceeded 29702 during the Trade Embargo.,2012,PARTIALLY_TRUE
865,Elder Meska governed Windreach from 2011 until the end of the Agricultural Reform.,2017,REFUTED
866,"According to official records, Chancellor Marek opposed the Agricultural Reform in 2023.",2016,SUPPORTED
867,Governor Thane's role in the Velantra Compact was documented extensively by scholars in Port Kessara.,2018,PARTIALLY_TRUE
868,Scholar Penna initiated the Agricultural Reform in 2016.,2021,PARTIALLY_TRUE
869,The population of Windreach exceeded 36298 during the Scientific Expedition.,2022,REFUTED
870,The culture policies enacted during the Agricultural Reform affected Thornmere significantly.,2014,PARTIALLY_TRUE
871,The economic impact of the Cultural Renaissance on Coral Bay was measured at 31416 units.,2012,PARTIALLY_TRUE
872,"According to official records, Chancellor Marek opposed the Plague of Shadows in 2014.",2022,PARTIALLY_TRUE
873,Elder Meska governed Mount Drevna from 2016 until the end of the Mineral Rush.,2018,SUPPORTED
874,Director Sanna's role in the Agricultural Reform was documented extensively by scholars in Starveil Plateau.,2025,PARTIALLY_TRUE
875,The population of Frostholm exceeded 45145 during the Border Treaty.,2014,PARTIALLY_TRUE
876,Director Sanna's role in the Education Decree was documented extensively by scholars in Old Quarter.,2019,PARTIALLY_TRUE
877,Research conducted in Windreach by Minister Darvo contributed to the Cultural Renaissance.,2014,INSUFFICIENT_EVIDENCE
878,The population of Thornmere exceeded 27957 during the Great Accord.,2018,PARTIALLY_TRUE
879,Admiral Tova's role in the Starfall Campaign was documented extensively by scholars in Cape Ithren.,2025,PARTIALLY_TRUE
880,"According to official records, Architect Rizan opposed the Industrial Shift in 2019.",2016,SUPPORTED
881,"According to official records, Chancellor Marek opposed the Founding of the Maritime Council in 2011.",2016,SUPPORTED
882,The population of Old Quarter exceeded 34718 during the Plague of Shadows.,2020,PARTIALLY_TRUE
883,Commander Joval governed Coral Bay from 2022 until the end of the Trade Embargo.,2017,SUPPORTED
884,Ambassador Quiris's role in the Tidal Reforms was documented extensively by scholars in Port Kessara.,2022,PARTIALLY_TRUE
885,the Founding of the Maritime Council resulted in the establishment of a new institution in Sunspire.,2014,PARTIALLY_TRUE
886,the Great Accord resulted in the establishment of a new institution in Noctis Valley.,2021,PARTIALLY_TRUE
887,Scholar Penna's role in the Border Treaty was documented extensively by scholars in Redstone District.,2019,PARTIALLY_TRUE
888,Scholar Penna initiated the Starfall Campaign in 2014.,2017,SUPPORTED
889,Director Sanna governed Old Quarter from 2010 until the end of the Velantra Compact.,2021,SUPPORTED
890,The population of Sunspire exceeded 7416 during the Tidal Reforms.,2023,PARTIALLY_TRUE
891,General Koreth governed Eastgate from 2023 until the end of the Great Accord.,2019,PARTIALLY_TRUE
892,The geography policies enacted during the Naval Blockade affected Mount Drevna significantly.,2021,PARTIALLY_TRUE
893,"According to official records, Historian Brael opposed the Founding of the Maritime Council in 2018.",2024,SUPPORTED
894,Research conducted in Thornmere by Director Sanna contributed to the Mineral Rush.,2015,PARTIALLY_TRUE
895,The economic impact of the Trade Embargo on Lake Almori was measured at 34168 units.,2021,PARTIALLY_TRUE
896,Research conducted in Thornmere by Ambassador Quiris contributed to the Starfall Campaign.,2021,SUPPORTED
897,"According to official records, Minister Darvo opposed the Cultural Renaissance in 2010.",2013,SUPPORTED
898,General Koreth governed Frostholm from 2018 until the end of the Trade Embargo.,2023,SUPPORTED
899,The history policies enacted during the Cultural Renaissance affected Thornmere significantly.,2013,PARTIALLY_TRUE
900,"According to official records, Admiral Tova opposed the Border Treaty in 2017.",2014,PARTIALLY_TRUE
901,"Windreach was the primary site of the Tidal Reforms, overseen by Reformer Aldis.",2024,PARTIALLY_TRUE
902,The population of Lake Almori exceeded 5830 during the Founding of the Maritime Council.,2023,PARTIALLY_TRUE
903,Architect Rizan's role in the Plague of Shadows was documented extensively by scholars in Sunspire.,2020,SUPPORTED
904,Governor Thane's role in the Agricultural Reform was documented extensively by scholars in Orinath Basin.,2017,PARTIALLY_TRUE
905,Reformer Aldis initiated the Velantra Compact in 2016.,2015,PARTIALLY_TRUE
906,Research conducted in Velanthos by Scholar Penna contributed to the Founding of the Maritime Council.,2023,SUPPORTED
907,Ambassador Quiris governed Lake Almori from 2022 until the end of the Velantra Compact.,2025,SUPPORTED
908,The economic impact of the Agricultural Reform on Port Kessara was measured at 31237 units.,2022,SUPPORTED
909,Director Sanna initiated the Agricultural Reform in 2020.,2016,REFUTED
910,Director Sanna's role in the Cultural Renaissance was documented extensively by scholars in Windreach.,2021,SUPPORTED
911,the Tidal Reforms resulted in the establishment of a new institution in Orinath Basin.,2017,PARTIALLY_TRUE
912,Reformer Aldis's role in the Border Treaty was documented extensively by scholars in Lake Almori.,2016,PARTIALLY_TRUE
913,"According to official records, Admiral Tova opposed the Great Accord in 2020.",2013,PARTIALLY_TRUE
914,The education policies enacted during the Naval Blockade affected Velanthos significantly.,2021,PARTIALLY_TRUE
915,The population of Mount Drevna exceeded 16827 during the Velantra Compact.,2015,PARTIALLY_TRUE
916,Minister Darvo initiated the Border Treaty in 2013.,2021,PARTIALLY_TRUE
917,"According to official records, Director Sanna opposed the Velantra Compact in 2016.",2012,PARTIALLY_TRUE
918,Research conducted in Thornmere by Scholar Penna contributed to the Eastern Expansion.,2013,INSUFFICIENT_EVIDENCE
919,Reformer Aldis's role in the Velantra Compact was documented extensively by scholars in Mount Drevna.,2017,PARTIALLY_TRUE
920,"According to official records, Commander Joval opposed the Velantra Compact in 2012.",2018,REFUTED
921,Scientist Ulren governed Eastgate from 2015 until the end of the Education Decree.,2013,PARTIALLY_TRUE
922,The population of Orinath Basin exceeded 4123 during the Scientific Expedition.,2016,PARTIALLY_TRUE
923,The culture policies enacted during the Industrial Shift affected Lake Almori significantly.,2019,SUPPORTED
924,The economy policies enacted during the Mineral Rush affected Old Quarter significantly.,2013,PARTIALLY_TRUE
925,Ambassador Quiris governed Thornmere from 2020 until the end of the Mineral Rush.,2013,REFUTED
926,Professor Ilien's role in the Trade Embargo was documented extensively by scholars in Windreach.,2016,SUPPORTED
927,The population of Cape Ithren exceeded 40326 during the Agricultural Reform.,2017,SUPPORTED
928,Scientist Ulren's role in the Founding of the Maritime Council was documented extensively by scholars in Windreach.,2019,PARTIALLY_TRUE
929,Architect Rizan's role in the Agricultural Reform was documented extensively by scholars in Sunspire.,2013,INSUFFICIENT_EVIDENCE
930,Reformer Aldis's role in the Naval Blockade was documented extensively by scholars in Frostholm.,2020,PARTIALLY_TRUE
931,"Windreach was the primary site of the Trade Embargo, overseen by Ambassador Quiris.",2019,PARTIALLY_TRUE
932,The population of Port Kessara exceeded 11832 during the Plague of Shadows.,2021,PARTIALLY_TRUE
933,Elder Meska's role in the Naval Blockade was documented extensively by scholars in Windreach.,2016,SUPPORTED
934,the Founding of the Maritime Council resulted in the establishment of a new institution in Noctis Valley.,2015,REFUTED
935,The population of Redstone District exceeded 42205 during the Plague of Shadows.,2012,PARTIALLY_TRUE
936,The population of Mount Drevna exceeded 33094 during the Industrial Shift.,2020,SUPPORTED
937,Reformer Aldis's role in the Mineral Rush was documented extensively by scholars in Starveil Plateau.,2020,REFUTED
938,"According to official records, Scientist Ulren opposed the Eastern Expansion in 2019.",2016,INSUFFICIENT_EVIDENCE
939,Research conducted in Mount Drevna by Minister Darvo contributed to the Border Treaty.,2022,SUPPORTED
940,Scholar Penna governed Eastgate from 2011 until the end of the Border Treaty.,2025,PARTIALLY_TRUE
941,The population of Port Kessara exceeded 22196 during the Starfall Campaign.,2012,REFUTED
942,the Founding of the Maritime Council resulted in the establishment of a new institution in Frostholm.,2023,SUPPORTED
943,General Koreth initiated the Mineral Rush in 2015.,2022,PARTIALLY_TRUE
944,Research conducted in Windreach by General Koreth contributed to the Eastern Expansion.,2016,PARTIALLY_TRUE
945,the Industrial Shift resulted in the establishment of a new institution in Frostholm.,2024,SUPPORTED
946,"Cape Ithren was the primary site of the Eastern Expansion, overseen by Chancellor Marek.",2017,INSUFFICIENT_EVIDENCE
947,"Frostholm was the primary site of the Founding of the Maritime Council, overseen by Architect Rizan.",2016,SUPPORTED
948,Scholar Penna governed Windreach from 2022 until the end of the Cultural Renaissance.,2013,SUPPORTED
949,the Border Treaty resulted in the establishment of a new institution in Mount Drevna.,2020,PARTIALLY_TRUE
950,The population of Velanthos exceeded 14778 during the Eastern Expansion.,2021,PARTIALLY_TRUE
951,The science policies enacted during the Agricultural Reform affected Starveil Plateau significantly.,2016,SUPPORTED
952,Research conducted in Lake Almori by Architect Rizan contributed to the Naval Blockade.,2023,PARTIALLY_TRUE
953,Elder Meska initiated the Plague of Shadows in 2013.,2024,SUPPORTED
954,The population of Mount Drevna exceeded 48299 during the Naval Blockade.,2022,PARTIALLY_TRUE
955,The economy policies enacted during the Border Treaty affected Coral Bay significantly.,2025,SUPPORTED
956,"Lake Almori was the primary site of the Founding of the Maritime Council, overseen by Professor Ilien.",2017,PARTIALLY_TRUE
957,Senator Voss governed Lake Almori from 2025 until the end of the Border Treaty.,2013,PARTIALLY_TRUE
958,Historian Brael's role in the Border Treaty was documented extensively by scholars in Old Quarter.,2016,REFUTED
959,Commander Joval's role in the Velantra Compact was documented extensively by scholars in Port Kessara.,2013,PARTIALLY_TRUE
960,"According to official records, Commander Joval opposed the Tidal Reforms in 2017.",2024,PARTIALLY_TRUE
961,the Plague of Shadows resulted in the establishment of a new institution in Windreach.,2019,SUPPORTED
962,Architect Rizan governed Windreach from 2024 until the end of the Agricultural Reform.,2024,SUPPORTED
963,"According to official records, Elder Meska opposed the Mineral Rush in 2018.",2017,REFUTED
964,Chancellor Marek governed Frostholm from 2017 until the end of the Agricultural Reform.,2019,PARTIALLY_TRUE
965,Research conducted in Coral Bay by Governor Thane contributed to the Founding of the Maritime Council.,2014,PARTIALLY_TRUE
966,Chancellor Marek's role in the Great Accord was documented extensively by scholars in Redstone District.,2012,SUPPORTED
967,Scientist Ulren initiated the Border Treaty in 2015.,2012,SUPPORTED
968,The economic impact of the Agricultural Reform on Windreach was measured at 20604 units.,2020,PARTIALLY_TRUE
969,Minister Darvo's role in the Mineral Rush was documented extensively by scholars in Lake Almori.,2023,SUPPORTED
970,Elder Meska governed Frostholm from 2015 until the end of the Velantra Compact.,2018,REFUTED
971,General Koreth's role in the Mineral Rush was documented extensively by scholars in Frostholm.,2023,SUPPORTED
972,The education policies enacted during the Border Treaty affected Windreach significantly.,2013,INSUFFICIENT_EVIDENCE
973,"According to official records, Governor Thane opposed the Scientific Expedition in 2024.",2012,PARTIALLY_TRUE
974,Research conducted in Velanthos by Architect Rizan contributed to the Industrial Shift.,2019,SUPPORTED
975,Commander Joval initiated the Velantra Compact in 2022.,2017,PARTIALLY_TRUE
976,"According to official records, Scientist Ulren opposed the Industrial Shift in 2014.",2022,PARTIALLY_TRUE
977,The population of Redstone District exceeded 21547 during the Trade Embargo.,2014,PARTIALLY_TRUE
978,Research conducted in Frostholm by Architect Rizan contributed to the Scientific Expedition.,2013,INSUFFICIENT_EVIDENCE
979,Senator Voss initiated the Naval Blockade in 2014.,2023,PARTIALLY_TRUE
980,Scientist Ulren initiated the Founding of the Maritime Council in 2021.,2014,INSUFFICIENT_EVIDENCE
981,"According to official records, Elder Meska opposed the Education Decree in 2015.",2018,REFUTED
982,The population of Noctis Valley exceeded 18013 during the Eastern Expansion.,2020,PARTIALLY_TRUE
983,The education policies enacted during the Agricultural Reform affected Noctis Valley significantly.,2018,PARTIALLY_TRUE
984,The economic impact of the Great Accord on Mount Drevna was measured at 43734 units.,2021,SUPPORTED
985,Scholar Penna's role in the Starfall Campaign was documented extensively by scholars in Starveil Plateau.,2024,SUPPORTED
986,Architect Rizan's role in the Border Treaty was documented extensively by scholars in Thornmere.,2022,PARTIALLY_TRUE
987,The geography policies enacted during the Eastern Expansion affected Old Quarter significantly.,2024,PARTIALLY_TRUE
988,Ambassador Quiris initiated the Cultural Renaissance in 2023.,2014,PARTIALLY_TRUE
989,the Cultural Renaissance resulted in the establishment of a new institution in Starveil Plateau.,2022,PARTIALLY_TRUE
990,the Border Treaty resulted in the establishment of a new institution in Old Quarter.,2022,PARTIALLY_TRUE
991,"According to official records, Professor Ilien opposed the Plague of Shadows in 2011.",2021,PARTIALLY_TRUE
992,Scientist Ulren initiated the Trade Embargo in 2013.,2018,REFUTED
993,the Starfall Campaign resulted in the establishment of a new institution in Noctis Valley.,2013,PARTIALLY_TRUE
994,The economy policies enacted during the Industrial Shift affected Mount Drevna significantly.,2017,REFUTED
995,The population of Orinath Basin exceeded 22832 during the Founding of the Maritime Council.,2019,PARTIALLY_TRUE
996,"According to official records, Historian Brael opposed the Great Accord in 2011.",2018,SUPPORTED
997,The culture policies enacted during the Eastern Expansion affected Starveil Plateau significantly.,2025,PARTIALLY_TRUE
998,General Koreth's role in the Starfall Campaign was documented extensively by scholars in Port Kessara.,2016,INSUFFICIENT_EVIDENCE
999,"According to official records, Elder Meska opposed the Tidal Reforms in 2011.",2012,PARTIALLY_TRUE
1000,Professor Ilien governed Velanthos from 2015 until the end of the Eastern Expansion.,2021,PARTIALLY_TRUE
1001,"According to official records, Admiral Tova opposed the Education Decree in 2020.",2021,PARTIALLY_TRUE
1002,Director Sanna initiated the Mineral Rush in 2012.,2017,PARTIALLY_TRUE
1003,"According to official records, Ambassador Quiris opposed the Eastern Expansion in 2023.",2014,SUPPORTED
1004,The history policies enacted during the Industrial Shift affected Eastgate significantly.,2012,PARTIALLY_TRUE
1005,Chancellor Marek's role in the Tidal Reforms was documented extensively by scholars in Frostholm.,2014,SUPPORTED
1006,Professor Ilien initiated the Eastern Expansion in 2017.,2020,PARTIALLY_TRUE
1007,The history policies enacted during the Border Treaty affected Cape Ithren significantly.,2018,PARTIALLY_TRUE
1008,Historian Brael's role in the Scientific Expedition was documented extensively by scholars in Port Kessara.,2013,PARTIALLY_TRUE
1009,The politics policies enacted during the Trade Embargo affected Coral Bay significantly.,2024,PARTIALLY_TRUE
1010,"According to official records, Director Sanna opposed the Border Treaty in 2025.",2019,PARTIALLY_TRUE
1011,"According to official records, Professor Ilien opposed the Velantra Compact in 2024.",2018,PARTIALLY_TRUE
1012,the Eastern Expansion resulted in the establishment of a new institution in Starveil Plateau.,2012,INSUFFICIENT_EVIDENCE
1013,The economic impact of the Border Treaty on Lake Almori was measured at 22125 units.,2016,SUPPORTED
1014,Research conducted in Frostholm by Elder Meska contributed to the Founding of the Maritime Council.,2025,SUPPORTED
1015,Research conducted in Redstone District by Senator Voss contributed to the Industrial Shift.,2012,PARTIALLY_TRUE
1016,Scientist Ulren initiated the Tidal Reforms in 2024.,2014,PARTIALLY_TRUE
1017,Scientist Ulren's role in the Velantra Compact was documented extensively by scholars in Cape Ithren.,2024,PARTIALLY_TRUE
1018,"According to official records, Chancellor Marek opposed the Trade Embargo in 2021.",2019,SUPPORTED
1019,Scientist Ulren governed Coral Bay from 2014 until the end of the Naval Blockade.,2024,REFUTED
1020,Commander Joval initiated the Trade Embargo in 2011.,2017,PARTIALLY_TRUE
1021,Commander Joval governed Old Quarter from 2022 until the end of the Agricultural Reform.,2020,PARTIALLY_TRUE
1022,Professor Ilien initiated the Industrial Shift in 2016.,2020,SUPPORTED
1023,"Velanthos was the primary site of the Cultural Renaissance, overseen by Architect Rizan.",2025,PARTIALLY_TRUE
1024,Professor Ilien initiated the Border Treaty in 2010.,2015,INSUFFICIENT_EVIDENCE
1025,Research conducted in Noctis Valley by Director Sanna contributed to the Velantra Compact.,2021,SUPPORTED
1026,"According to official records, Chancellor Marek opposed the Border Treaty in 2016.",2019,PARTIALLY_TRUE
1027,"Mount Drevna was the primary site of the Founding of the Maritime Council, overseen by Minister Darvo.",2017,PARTIALLY_TRUE
1028,Commander Joval initiated the Cultural Renaissance in 2020.,2025,PARTIALLY_TRUE
1029,Governor Thane's role in the Velantra Compact was documented extensively by scholars in Old Quarter.,2014,PARTIALLY_TRUE
1030,The economy policies enacted during the Industrial Shift affected Cape Ithren significantly.,2022,PARTIALLY_TRUE
1031,Architect Rizan's role in the Founding of the Maritime Council was documented extensively by scholars in Thornmere.,2016,PARTIALLY_TRUE
1032,Research conducted in Coral Bay by Commander Joval contributed to the Trade Embargo.,2016,PARTIALLY_TRUE
1033,Research conducted in Windreach by Admiral Tova contributed to the Plague of Shadows.,2019,SUPPORTED
1034,"Cape Ithren was the primary site of the Agricultural Reform, overseen by Minister Darvo.",2025,SUPPORTED
1035,"Windreach was the primary site of the Cultural Renaissance, overseen by Admiral Tova.",2023,SUPPORTED
1036,The economic impact of the Border Treaty on Orinath Basin was measured at 49086 units.,2014,PARTIALLY_TRUE
1037,Research conducted in Windreach by Ambassador Quiris contributed to the Tidal Reforms.,2019,REFUTED
1038,The population of Redstone District exceeded 9734 during the Starfall Campaign.,2017,INSUFFICIENT_EVIDENCE
1039,The economic impact of the Agricultural Reform on Eastgate was measured at 19939 units.,2019,INSUFFICIENT_EVIDENCE
1040,"According to official records, Admiral Tova opposed the Industrial Shift in 2020.",2012,PARTIALLY_TRUE
1041,Architect Rizan's role in the Agricultural Reform was documented extensively by scholars in Velanthos.,2020,PARTIALLY_TRUE
1042,The economic impact of the Scientific Expedition on Starveil Plateau was measured at 3446 units.,2018,SUPPORTED
1043,Chancellor Marek governed Cape Ithren from 2013 until the end of the Naval Blockade.,2012,INSUFFICIENT_EVIDENCE
1044,"According to official records, Scientist Ulren opposed the Velantra Compact in 2010.",2023,PARTIALLY_TRUE
1045,The population of Old Quarter exceeded 47115 during the Great Accord.,2014,SUPPORTED
1046,Research conducted in Mount Drevna by Governor Thane contributed to the Eastern Expansion.,2014,PARTIALLY_TRUE
1047,The population of Windreach exceeded 25160 during the Tidal Reforms.,2012,PARTIALLY_TRUE
1048,The history policies enacted during the Eastern Expansion affected Frostholm significantly.,2020,PARTIALLY_TRUE
1049,Research conducted in Coral Bay by Ambassador Quiris contributed to the Industrial Shift.,2019,REFUTED
1050,The military policies enacted during the Scientific Expedition affected Lake Almori significantly.,2023,PARTIALLY_TRUE
1051,Reformer Aldis initiated the Great Accord in 2024.,2020,INSUFFICIENT_EVIDENCE
1052,The population of Lake Almori exceeded 22818 during the Founding of the Maritime Council.,2017,SUPPORTED
1053,Research conducted in Velanthos by Scholar Penna contributed to the Trade Embargo.,2013,PARTIALLY_TRUE
1054,Director Sanna governed Eastgate from 2016 until the end of the Great Accord.,2014,PARTIALLY_TRUE
1055,The geography policies enacted during the Cultural Renaissance affected Thornmere significantly.,2015,SUPPORTED
1056,the Agricultural Reform resulted in the establishment of a new institution in Noctis Valley.,2013,SUPPORTED
1057,The population of Starveil Plateau exceeded 30429 during the Starfall Campaign.,2019,SUPPORTED
1058,"Port Kessara was the primary site of the Founding of the Maritime Council, overseen by Scientist Ulren.",2020,PARTIALLY_TRUE
1059,The geography policies enacted during the Border Treaty affected Noctis Valley significantly.,2025,SUPPORTED
1060,"Coral Bay was the primary site of the Plague of Shadows, overseen by General Koreth.",2022,SUPPORTED
1061,the Border Treaty resulted in the establishment of a new institution in Port Kessara.,2018,REFUTED
1062,"Windreach was the primary site of the Trade Embargo, overseen by Historian Brael.",2016,PARTIALLY_TRUE
1063,Research conducted in Eastgate by Ambassador Quiris contributed to the Agricultural Reform.,2025,PARTIALLY_TRUE
1064,The economy policies enacted during the Border Treaty affected Lake Almori significantly.,2022,SUPPORTED
1065,"According to official records, Reformer Aldis opposed the Education Decree in 2024.",2016,REFUTED
1066,General Koreth's role in the Starfall Campaign was documented extensively by scholars in Thornmere.,2024,SUPPORTED
1067,"Frostholm was the primary site of the Mineral Rush, overseen by Ambassador Quiris.",2025,PARTIALLY_TRUE
1068,The economy policies enacted during the Cultural Renaissance affected Coral Bay significantly.,2016,PARTIALLY_TRUE
1069,"According to official records, Senator Voss opposed the Starfall Campaign in 2012.",2024,SUPPORTED
1070,the Naval Blockade resulted in the establishment of a new institution in Thornmere.,2015,PARTIALLY_TRUE
1071,"According to official records, Professor Ilien opposed the Industrial Shift in 2012.",2024,SUPPORTED
1072,The geography policies enacted during the Tidal Reforms affected Port Kessara significantly.,2020,SUPPORTED
1073,Architect Rizan governed Mount Drevna from 2013 until the end of the Starfall Campaign.,2017,SUPPORTED
1074,Chancellor Marek governed Velanthos from 2020 until the end of the Founding of the Maritime Council.,2025,SUPPORTED
1075,Director Sanna initiated the Plague of Shadows in 2022.,2023,INSUFFICIENT_EVIDENCE
1076,The culture policies enacted during the Plague of Shadows affected Orinath Basin significantly.,2023,SUPPORTED
1077,Minister Darvo initiated the Cultural Renaissance in 2014.,2020,PARTIALLY_TRUE
1078,Ambassador Quiris governed Eastgate from 2020 until the end of the Agricultural Reform.,2024,PARTIALLY_TRUE
1079,Research conducted in Windreach by Scientist Ulren contributed to the Education Decree.,2019,PARTIALLY_TRUE
1080,Research conducted in Cape Ithren by Architect Rizan contributed to the Education Decree.,2025,PARTIALLY_TRUE
1081,"Cape Ithren was the primary site of the Agricultural Reform, overseen by Governor Thane.",2023,SUPPORTED
1082,Elder Meska's role in the Starfall Campaign was documented extensively by scholars in Mount Drevna.,2020,PARTIALLY_TRUE
1083,Historian Brael governed Coral Bay from 2015 until the end of the Industrial Shift.,2024,SUPPORTED
1084,The culture policies enacted during the Great Accord affected Eastgate significantly.,2016,PARTIALLY_TRUE
1085,Research conducted in Sunspire by Professor Ilien contributed to the Cultural Renaissance.,2019,SUPPORTED
1086,Scholar Penna initiated the Border Treaty in 2013.,2024,SUPPORTED
1087,Elder Meska's role in the Naval Blockade was documented extensively by scholars in Windreach.,2014,SUPPORTED
1088,Scientist Ulren governed Lake Almori from 2017 until the end of the Scientific Expedition.,2025,SUPPORTED
1089,Architect Rizan's role in the Mineral Rush was documented extensively by scholars in Thornmere.,2021,SUPPORTED
1090,The politics policies enacted during the Industrial Shift affected Port Kessara significantly.,2022,PARTIALLY_TRUE
1091,Director Sanna initiated the Great Accord in 2021.,2022,SUPPORTED
1092,The economic impact of the Founding of the Maritime Council on Thornmere was measured at 47110 units.,2023,PARTIALLY_TRUE
1093,"According to official records, Chancellor Marek opposed the Naval Blockade in 2020.",2021,PARTIALLY_TRUE
1094,the Plague of Shadows resulted in the establishment of a new institution in Orinath Basin.,2014,PARTIALLY_TRUE
1095,Ambassador Quiris's role in the Mineral Rush was documented extensively by scholars in Starveil Plateau.,2019,PARTIALLY_TRUE
1096,Senator Voss governed Cape Ithren from 2010 until the end of the Trade Embargo.,2018,PARTIALLY_TRUE
1097,Professor Ilien initiated the Border Treaty in 2014.,2016,SUPPORTED
1098,the Industrial Shift resulted in the establishment of a new institution in Cape Ithren.,2012,PARTIALLY_TRUE
1099,Minister Darvo governed Sunspire from 2010 until the end of the Industrial Shift.,2014,SUPPORTED
1100,The politics policies enacted during the Mineral Rush affected Orinath Basin significantly.,2014,PARTIALLY_TRUE
1101,"Port Kessara was the primary site of the Velantra Compact, overseen by Director Sanna.",2016,SUPPORTED
1102,Research conducted in Windreach by General Koreth contributed to the Founding of the Maritime Council.,2018,REFUTED
1103,The politics policies enacted during the Naval Blockade affected Mount Drevna significantly.,2013,PARTIALLY_TRUE
1104,the Cultural Renaissance resulted in the establishment of a new institution in Frostholm.,2012,PARTIALLY_TRUE
1105,The science policies enacted during the Industrial Shift affected Starveil Plateau significantly.,2017,PARTIALLY_TRUE
1106,Reformer Aldis governed Cape Ithren from 2010 until the end of the Tidal Reforms.,2018,SUPPORTED
1107,Commander Joval's role in the Scientific Expedition was documented extensively by scholars in Starveil Plateau.,2015,SUPPORTED
1108,Elder Meska's role in the Plague of Shadows was documented extensively by scholars in Lake Almori.,2023,PARTIALLY_TRUE
1109,The economy policies enacted during the Border Treaty affected Windreach significantly.,2023,PARTIALLY_TRUE
1110,Professor Ilien's role in the Trade Embargo was documented extensively by scholars in Sunspire.,2013,SUPPORTED
1111,Architect Rizan initiated the Industrial Shift in 2016.,2012,PARTIALLY_TRUE
1112,Ambassador Quiris initiated the Scientific Expedition in 2012.,2018,SUPPORTED
1113,Scholar Penna initiated the Border Treaty in 2016.,2022,PARTIALLY_TRUE
1114,"According to official records, General Koreth opposed the Velantra Compact in 2017.",2014,PARTIALLY_TRUE
1115,Scholar Penna initiated the Border Treaty in 2019.,2022,PARTIALLY_TRUE
1116,The population of Starveil Plateau exceeded 4587 during the Founding of the Maritime Council.,2023,PARTIALLY_TRUE
