id,answer
3855,D
19954,B
3614,D
8206,A
9371,D
11365,C
10900,C
2109,D
3857,B
1564,D
19891,B
16436,B
16187,D
11573,A
13949,D
14031,D
14577,B
2986,A
2387,D
11224,B
19521,A
7659,A
19057,B
15472,A
19360,A
7479,B
14169,B
8168,A
16521,C
8164,B
12673,D
7094,C
15815,B
15939,D
3659,C
19522,C
11624,A
11715,D
13455,C
2940,B
15513,D
5860,A
12509,B
5257,D
12416,C
11945,D
13209,A
8271,C
19881,B
13376,A
529,D
1805,C
13875,B
5974,C
6704,B
11943,B
3443,A
3364,A
3773,C
3354,B
12225,A
2531,D
4236,C
8946,C
11907,B
12015,C
5541,D
4110,A
6839,B
16649,C
6394,A
3898,D
12124,B
19406,A
16385,C
14714,C
518,A
12189,C
1904,D
1036,C
12983,D
16047,B
12830,C
4049,B
8659,D
15802,B
18179,D
15093,A
19425,B
12231,D
15257,C
17274,A
18577,B
18618,B
2630,C
16081,A
13441,C
11828,C
15180,A
7369,C
16804,C
18765,C
5685,C
15536,B
11872,D
10774,C
3015,D
10302,C
6137,C
2255,C
10705,A
17108,A
10014,C
4782,C
19206,C
4995,C
6023,C
9614,D
8523,A
15645,C
4048,B
18221,D
1606,C
5677,A
2338,B
15267,B
7494,C
10929,A
1820,A
15817,C
14515,B
9856,C
989,A
12333,B
6080,B
8858,B
17220,D
10470,A
17453,B
7273,C
17382,A
3220,B
3865,D
8281,D
5853,C
7595,C
12369,A
3382,D
19031,C
17626,B
56,B
3387,C
8178,A
5118,A
6388,C
1232,B
9604,B
13460,B
10719,C
18048,C
13980,C
979,B
10292,D
19979,B
14764,A
14510,C
10684,D
11374,C
19649,D
13608,B
5663,D
3681,B
9734,A
7180,D
779,B
4395,C
17666,D
9957,C
14843,C
8113,A
3498,C
18864,B
5247,A
2404,D
786,B
1616,C
1890,B
939,B
718,D
7357,D
3235,C
18014,C
8233,B
6707,D
1126,B
10216,D
2446,B
1413,A
14305,A
5283,C
18766,B
11220,B
7646,D
7686,D
7798,B
1548,A
15232,D
13289,C
9565,B
2882,A
12799,A
867,D
7085,B
15500,D
12626,A
17601,C
17159,C
8571,A
7581,D
4340,C
9835,B
7829,B
17171,C
2125,C
13537,B
4228,C
3227,C
18355,C
11593,A
11154,C
11322,C
16374,D
370,D
10350,B
15963,C
5158,C
9712,C
377,D
16233,D
1449,A
10593,D
5515,D
5976,C
12147,A
18462,A
13656,B
15376,D
11613,C
5048,D
16177,D
1917,A
7305,D
678,B
6523,B
14966,D
15064,B
3198,A
14873,C
12538,A
12039,C
18419,C
7040,A
1949,C
4922,C
117,D
725,A
8862,D
13051,B
9043,D
10491,A
4827,D
9438,A
3333,B
4792,B
6268,A
17898,A
13183,C
19971,D
19439,B
14209,B
8828,B
862,D
15113,B
15258,C
1231,D
9678,B
17069,C
19481,B
19776,D
13172,C
8822,A
12920,D
17124,C
7438,A
6082,A
8746,C
16490,B
7257,C
17996,B
3852,D
12973,C
3525,B
3572,B
9258,D
5167,C
17613,D
17397,A
15428,B
5252,A
12117,D
15770,B
13594,A
17497,C
19371,D
104,C
13292,A
16145,A
18703,C
2132,A
17047,D
9588,B
15698,A
9133,C
5784,C
18257,D
16057,D
682,A
7131,D
6202,B
729,D
12694,A
425,A
7924,B
5604,C
7609,D
4084,C
17400,D
10667,D
16955,B
14564,A
4411,B
15020,C
6849,C
5631,B
8949,D
16019,D
2558,C
11663,D
12063,D
1226,A
6521,A
7786,D
8691,C
6245,C
935,B
3654,C
5632,C
10210,A
15429,D
6646,C
15578,B
5192,D
2211,B
5761,C
18251,B
4519,B
11388,C
19464,D
19458,A
9986,D
11773,C
13950,D
6336,C
14717,B
18395,C
2784,D
2551,C
10647,B
16305,A
16468,D
10844,A
16577,B
12375,C
6799,B
16362,D
5828,D
3321,D
4969,B
6747,B
539,D
9501,C
7205,C
18978,C
14582,C
8432,D
4195,A
2300,A
8964,B
4322,A
2074,A
19200,B
3259,A
11649,D
12247,C
7681,A
6535,A
19122,B
653,D
17128,B
19904,D
6378,C
10961,C
5553,B
18,A
7893,B
9785,B
2681,C
11760,A
1669,B
7178,C
6110,C
19199,D
593,C
16066,D
15364,D
10068,C
14566,A
10145,B
13660,A
7368,B
15853,D
462,D
13793,A
10946,C
662,A
2652,D
3715,B
2517,D
6006,A
16399,B
3547,D
11716,C
14,D
16736,A
7016,C
12718,D
11178,A
8695,B
6805,C
2644,A
2743,D
1778,D
11288,C
8663,D
6825,D
19941,C
13062,B
16681,B
11021,D
8372,A
4866,A
3754,B
965,D
9866,C
12374,C
3255,C
12591,D
16713,C
5821,A
14055,B
17317,D
15704,B
11352,A
6078,C
11153,D
13050,A
14937,D
4315,D
9348,B
325,D
305,C
9682,B
14460,A
11141,D
512,A
17120,B
4331,A
12385,A
16788,B
6107,D
6062,D
9529,C
1793,D
6874,C
5943,D
12848,C
14298,A
11196,A
5511,D
4986,D
5069,D
7495,A
13906,B
7236,A
8348,B
670,D
174,B
17289,D
19496,B
7605,D
6296,A
7719,C
4948,C
4657,A
16528,A
16784,D
5237,C
9861,B
10939,C
10798,A
12188,D
8053,A
6503,B
726,B
14915,A
8630,D
2632,A
3063,C
7939,D
11723,C
6247,A
12349,B
19930,C
19543,D
5792,D
4484,B
2797,A
9499,C
15442,B
9492,A
18708,D
7827,B
13843,A
11569,B
4600,C
12548,B
2003,C
1845,B
18321,B
5525,C
5496,C
10402,B
7115,B
11994,B
888,C
12065,B
4143,D
17641,D
1694,B
442,D
17121,C
19028,C
3981,A
4028,B
15689,D
19515,B
16614,A
18161,A
12085,B
1206,D
17106,C
5113,A
7721,A
17506,B
12777,C
17691,C
8128,C
18943,A
2553,B
13516,C
4951,A
9812,B
14994,C
19808,C
19093,D
4297,C
1120,B
3054,B
3450,A
7318,D
2059,B
13859,C
16158,C
11805,B
19188,D
8787,A
709,D
5673,D
11346,B
248,D
6074,B
7291,B
4720,D
12193,A
1342,B
15572,A
4812,A
2090,B
11494,A
16299,A
16707,D
9341,C
15234,A
12596,C
2126,D
16878,C
19972,C
16660,D
7109,C
17240,D
10998,D
3903,D
11201,D
12841,A
1752,C
18036,D
16212,B
3618,A
3989,B
19815,C
14904,D
6952,A
15632,C
18705,D
5262,B
9052,C
15659,B
991,B
19897,A
17411,D
18019,C
4510,A
697,D
14923,C
3518,D
7597,D
18608,D
15196,A
8948,D
14600,C
3454,C
6883,C
13377,B
14466,B
7702,A
16063,D
15675,C
2417,B
5641,C
14082,B
18554,A
17465,A
19085,C
9047,A
6829,D
4936,B
7341,B
13440,C
16708,C
14368,B
8584,B
6783,C
8558,C
15535,C
775,C
7788,B
745,B
15162,B
18281,B
12328,A
14776,D
9502,D
5935,B
13166,C
7224,D
6561,B
1089,A
14823,C
17198,B
12756,C
1384,A
11512,D
18262,C
15049,C
5532,A
5851,B
7083,D
11633,D
14865,D
14542,C
2639,C
16680,D
10149,D
15731,C
16819,D
7240,A
19920,A
19524,C
14935,C
4417,A
4120,B
7214,A
9902,A
5327,A
15656,A
16409,B
2722,B
16240,B
407,B
14544,A
5041,B
3436,A
12059,B
17293,C
16148,C
6166,D
4686,B
11984,C
2002,D
3755,B
591,D
18799,B
18624,B
12373,C
18093,A
16062,B
17413,A
17786,D
10279,B
15726,A
16706,A
15050,C
12046,A
19740,D
4732,C
4479,D
12554,A
1365,C
4650,A
9447,C
1313,D
1824,A
15566,A
9728,B
19789,D
7124,B
11949,A
13036,C
19142,A
10368,B
586,D
1339,A
14921,A
13911,C
16255,A
16315,C
2198,C
8153,C
18726,D
5202,C
12052,B
18261,A
9360,B
5932,C
6565,D
8782,D
18000,A
16274,D
7411,D
3717,B
16214,B
10801,B
15349,C
11347,D
11152,B
11002,D
7973,A
88,B
1618,A
16645,A
4038,D
371,D
17822,C
12084,D
886,A
3617,B
6366,A
11939,C
4082,D
4145,A
1403,D
3005,A
16138,C
6529,A
5054,A
8519,C
10371,B
7168,C
5359,D
5665,C
7365,C
15959,D
13598,A
6465,D
13021,B
18729,B
7572,D
9141,A
7174,A
9485,C
18072,B
1981,D
13423,D
4617,A
6013,A
205,C
5464,D
15186,B
7645,C
14220,D
901,A
1235,B
7820,D
15156,A
8877,B
15250,A
11316,A
898,A
6692,B
17992,C
4267,C
11596,B
12043,B
11379,D
17360,B
11987,B
14512,B
13275,C
1304,A
3747,A
645,C
7526,C
19453,D
13207,D
18561,A
16759,C
2302,D
6132,B
4887,A
6478,A
2972,C
5596,A
16879,D
16974,A
160,C
2682,C
17041,A
1759,D
18323,C
9746,A
13623,A
14221,A
10637,A
5864,A
8076,B
16311,D
15481,D
2128,A
16710,C
19568,A
7515,C
8390,C
1334,B
19062,D
16704,A
13486,A
2005,B
4193,C
17962,A
2216,B
1704,C
6827,C
11791,A
9145,A
6466,B
3626,B
15860,C
18441,A
8141,D
16992,C
15314,B
10175,D
15611,C
17679,C
15118,B
6277,A
7042,A
426,D
14491,B
15295,D
2100,A
11311,D
7362,A
12748,C
3872,D
15629,B
13792,C
18458,D
10361,A
8387,A
5725,B
15791,D
19550,B
4660,D
15377,D
18016,D
6276,A
17821,C
6507,D
17922,A
16740,D
13420,B
14086,C
17832,B
2112,D
11869,A
6928,A
8019,C
4180,B
11319,B
13548,A
11704,C
1738,B
16570,A
18116,A
18556,A
3713,C
18247,D
15477,C
3338,D
7919,B
11334,D
17138,C
5759,A
17949,C
11295,D
19769,D
3126,A
449,A
452,A
15124,C
3861,B
10119,D
17167,B
19403,C
16845,D
18209,A
13,D
8677,A
10655,D
9277,B
7869,D
13744,B
15017,B
6412,C
18110,D
3049,A
4037,B
5850,A
10316,B
6185,C
17271,D
5188,D
10223,B
7818,B
16781,C
8645,C
7789,D
12985,D
16448,B
6115,C
13140,D
14436,A
12609,D
5944,D
9627,D
1875,C
18722,B
1446,A
15721,C
14017,C
18070,D
15587,D
12443,A
11185,C
14820,B
2281,C
15601,B
16363,A
13081,C
488,A
16030,C
3746,C
12080,A
6193,B
8479,A
7553,B
2900,C
1251,D
2846,D
2772,C
2634,B
10455,D
12465,A
1842,D
2581,B
412,A
18504,A
11568,C
123,D
19704,C
7481,B
17813,D
9073,A
16162,A
19959,A
1241,C
5405,A
2910,A
348,D
14168,D
13178,A
17313,D
10128,D
8988,C
15830,B
2336,B
17585,B
5865,C
7313,A
13064,D
1075,C
18056,D
16542,C
10792,C
4100,C
10055,B
1926,C
7496,A
1865,A
14319,A
16371,A
9999,A
17307,D
1274,C
1149,C
17334,B
8409,B
9230,D
8959,D
10966,A
8036,A
6310,A
5743,C
16017,B
5374,D
17625,D
2372,B
6170,A
9135,C
14295,B
18546,C
2725,D
9001,C
18932,B
17370,A
11961,B
19933,B
12671,A
10242,A
2879,B
14098,A
4988,A
18907,B
13333,B
12828,A
5898,D
6017,C
11736,A
16312,D
10108,D
1923,C
15736,D
1515,B
12887,C
13895,C
5809,B
12045,A
11445,D
14210,B
138,B
14635,B
1539,D
9432,D
17286,B
3957,D
417,B
17809,D
8774,A
7952,C
10033,C
14529,A
10069,C
3013,C
696,A
3566,C
11855,A
18631,A
9776,B
5070,A
16400,B
16907,A
11990,C
14326,A
15008,C
4588,D
14794,A
12960,A
16786,A
11902,D
1640,D
12210,D
7696,B
13130,A
12890,B
18600,C
17132,A
12265,C
6470,D
6291,C
9851,D
16168,D
18691,D
16850,B
15769,D
16730,B
3627,A
5193,D
15229,C
9161,A
12391,B
7561,D
5222,B
14955,A
16727,A
6923,A
17827,B
10481,A
13160,B
10925,A
7426,D
15609,A
4679,B
15158,B
7769,B
214,A
3481,B
12616,B
19892,C
17774,A
